7311,14496,20619,23786,12093,10612,14237,8547,21721,20672,9971,10209,20129,7482
14496,7185,20493,23660,11967,10486,14111,8421,21595,20546,9845,10083,20003,7356
20619,20493,13308,29783,18090,16609,20234,14544,27718,26669,15968,16206,26126,13479
23786,23660,29783,16475,21257,19776,23401,17711,30885,29836,19135,19373,29293,16646
12093,11967,18090,21257,4782,8083,11708,6018,19192,18143,7442,7680,17600,4953
10612,10486,16609,19776,8083,3301,10227,4537,17711,16662,5961,6199,16119,3472
14237,14111,20234,23401,11708,10227,6926,8162,21336,20287,9586,9824,19744,7097
8547,8421,14544,17711,6018,4537,8162,1236,15646,14597,3896,4134,14054,1407
21721,21595,27718,30885,19192,17711,21336,15646,14410,27771,17070,17308,27228,14581
20672,20546,26669,29836,18143,16662,20287,14597,27771,13361,16021,16259,26179,13532
9971,9845,15968,19135,7442,5961,9586,3896,17070,16021,2660,5558,15478,2831
10209,10083,16206,19373,7680,6199,9824,4134,17308,16259,5558,2898,15716,3069
20129,20003,26126,29293,17600,16119,19744,14054,27228,26179,15478,15716,12818,12989
7482,7356,13479,16646,4953,3472,7097,1407,14581,13532,2831,3069,12989,171
