1.00000000,0.21340483,0.19453325,0.11202772,0.17889426,0.23576937,0.15362107,0.16803771,0.04662283,0.01087890,0.00770438,0.03401789,0.04556001
0.21340483,1.00000000,0.14999029,0.06603393,0.17077851,0.21988243,0.18348930,0.13696082,0.08264194,0.00671141,0.01085368,0.07099143,0.02422907
0.19453325,0.14999029,1.00000000,0.20363442,0.22325366,0.20410410,0.08896797,0.22251335,0.04471817,0.01116585,0.00294454,0.01789519,0.03121360
0.11202772,0.06603393,0.20363442,1.00000000,0.12907146,0.10917349,0.02111047,0.26224693,0.02316711,0.00245614,0.00069893,0.02736431,0.06027330
0.17889426,0.17077851,0.22325366,0.12907146,1.00000000,0.13023352,0.13741876,0.18801444,0.05904719,0.00905563,0.00385233,0.02621815,0.01252684
0.23576937,0.21988243,0.20410410,0.10917349,0.13023352,1.00000000,0.17814247,0.08779249,0.07909473,0.01612679,0.00582040,0.03757367,0.08050366
0.15362107,0.18348930,0.08896797,0.02111047,0.13741876,0.17814247,1.00000000,0.03456262,0.03228870,0.01011236,0.00332779,0.00805566,0.00233863
0.16803771,0.13696082,0.22251335,0.26224693,0.18801444,0.08779249,0.03456262,1.00000000,0.07721607,0.00454856,0.00316742,0.03103964,0.02321195
0.04662283,0.08264194,0.04471817,0.02316711,0.05904719,0.07909473,0.03228870,0.07721607,1.00000000,0.03190942,0.00203459,0.02695232,0.00946159
0.01087890,0.00671141,0.01116585,0.00245614,0.00905563,0.01612679,0.01011236,0.00454856,0.03190942,1.00000000,0.00681431,0.00396040,0.00130719
0.00770438,0.01085368,0.00294454,0.00069893,0.00385233,0.00582040,0.00332779,0.00316742,0.00203459,0.00681431,1.00000000,0.00130039,0.00778463
0.03401789,0.07099143,0.01789519,0.02736431,0.02621815,0.03757367,0.00805566,0.03103964,0.02695232,0.00396040,0.00130039,1.00000000,0.04437796
0.04556001,0.02422907,0.03121360,0.06027330,0.01252684,0.08050366,0.00233863,0.02321195,0.00946159,0.00130719,0.00778463,0.04437796,1.00000000
