1.00000000,0.01675422,0.00259892,0.00549451,0.03764679,0.02895301,0.01154112,0.00606447,0.00546697,0.04548473,0.00447177,0.00640945,0.02352599,0.00000000
0.01675422,1.00000000,0.04337112,0.09464730,0.05046922,0.05791855,0.03274475,0.01952530,0.00882765,0.00805639,0.00119617,0.01172344,0.01951633,0.02285535
0.00259892,0.04337112,1.00000000,0.17288284,0.08262843,0.10372301,0.13900320,0.02982627,0.08119295,0.03798454,0.00066507,0.00850451,0.00675508,0.00705755
0.00549451,0.09464730,0.17288284,1.00000000,0.16584409,0.13219383,0.07740609,0.01794947,0.04048105,0.05636723,0.00099844,0.00557214,0.01600227,0.02047695
0.03764679,0.05046922,0.08262843,0.16584409,1.00000000,0.44992167,0.13364039,0.10626221,0.08186359,0.03227931,0.00305577,0.02549611,0.03020711,0.01232279
0.02895301,0.05791855,0.10372301,0.13219383,0.44992167,1.00000000,0.09021646,0.09302703,0.07512521,0.02311854,0.00119042,0.03424138,0.00981867,0.01782388
0.01154112,0.03274475,0.13900320,0.07740609,0.13364039,0.09021646,1.00000000,0.11846486,0.03306436,0.00165906,0.00031641,0.01681175,0.00236766,0.01134338
0.00606447,0.01952530,0.02982627,0.01794947,0.10626221,0.09302703,0.11846486,1.00000000,0.01762218,0.00433668,0.00169176,0.00429227,0.00072674,0.00356443
0.00546697,0.00882765,0.08119295,0.04048105,0.08186359,0.07512521,0.03306436,0.01762218,1.00000000,0.02128174,0.01040892,0.00429515,0.00525624,0.00214190
0.04548473,0.00805639,0.03798454,0.05636723,0.03227931,0.02311854,0.00165906,0.00433668,0.02128174,1.00000000,0.00105839,0.00929575,0.01151774,0.00409760
0.00447177,0.00119617,0.00066507,0.00099844,0.00305577,0.00119042,0.00031641,0.00169176,0.01040892,0.00105839,1.00000000,0.01542516,0.02235492,0.00000000
0.00640945,0.01172344,0.00850451,0.00557214,0.02549611,0.03424138,0.01681175,0.00429227,0.00429515,0.00929575,0.01542516,1.00000000,0.05577072,0.00065535
0.02352599,0.01951633,0.00675508,0.01600227,0.03020711,0.00981867,0.00236766,0.00072674,0.00525624,0.01151774,0.02235492,0.05577072,1.00000000,0.00128390
0.00000000,0.02285535,0.00705755,0.02047695,0.01232279,0.01782388,0.01134338,0.00356443,0.00214190,0.00409760,0.00000000,0.00065535,0.00128390,1.00000000
