0.012595,0.0078842
0.054899,-0.0083907
0.19773,0.13761
0.16239,0.11927
0.25962,0.085369
0.40465,0.071231
0.16092,-0.046786
0.23938,-0.046043
0.30261,-0.052628
0.19402,-0.17311
0.06751,0.044422
0.2771,-0.13567
0.12336,-0.21615
0.29547,-0.088177
0.37361,-0.24344
0.19532,-0.088207
0.069468,-0.16075
0.027469,0.10834
0.00040264,0.057838
-0.022006,-0.088313
-0.21424,-0.17783
0.053436,-0.23615
-0.12047,-0.12204
-0.13576,0.027296
-0.18304,-0.04531
-0.069416,-0.077776
-0.0066691,0.11959
0.099839,0.26855
-0.11312,0.1179
-0.1547,0.12522
0.0069439,-0.24442
-0.22437,0.040594
-0.26266,0.013719
0.016593,-0.057461
-0.079116,-0.017082
-0.17234,0.10068
0.18406,-0.0051999
0.13551,0.064574
-0.054517,-0.19591
0.17585,0.045502
0.17142,-0.20551
0.12262,-0.18718
-0.031541,-0.14327
-0.075216,0.13623
-0.1044,0.27501
-0.13244,0.07627
0.093164,0.17388
-0.1898,-0.099176
-0.28532,0.076449
-0.34342,-0.019806
-0.27196,-0.10268
-0.34486,0.022691
-0.042305,-0.15236
-0.16532,-0.079897
-0.11764,-0.27202
-0.38854,-0.13324
-0.38174,0.10775
-0.049281,0.27193
-0.0099754,0.30058
-0.15263,0.18432
-0.078022,0.16191
0.043975,0.17543
0.45493,0.40394
