15972,34718,20043,43252,23335,23307,21702,22544,17340,34313,21315,20962,18342,16531
34718,18746,22817,46026,26109,26081,24476,25318,20114,37087,24089,23736,21116,19305
20043,22817,4071,31351,11434,11406,9801,10643,5439,22412,9414,9061,6441,4630
43252,46026,31351,27280,34643,34615,33010,33852,28648,45621,32623,32270,29650,27839
23335,26109,11434,34643,7363,14698,13093,13935,8731,25704,12706,12353,9733,7922
23307,26081,11406,34615,14698,7335,13065,13907,8703,25676,12678,12325,9705,7894
21702,24476,9801,33010,13093,13065,5730,12302,7098,24071,11073,10720,8100,6289
22544,25318,10643,33852,13935,13907,12302,6572,7940,24913,11915,11562,8942,7131
17340,20114,5439,28648,8731,8703,7098,7940,1368,19709,6711,6358,3738,1927
34313,37087,22412,45621,25704,25676,24071,24913,19709,18341,23684,23331,20711,18900
21315,24089,9414,32623,12706,12678,11073,11915,6711,23684,5343,10333,7713,5902
20962,23736,9061,32270,12353,12325,10720,11562,6358,23331,10333,4990,7360,5549
18342,21116,6441,29650,9733,9705,8100,8942,3738,20711,7713,7360,2370,2929
16531,19305,4630,27839,7922,7894,6289,7131,1927,18900,5902,5549,2929,559
