728,174,24,106,36,16,30,12,34,30,2
174,433,60,100,12,16,50,12,24,16,0
24,60,267,74,16,78,22,2,2,6,6
106,100,74,1308,214,218,82,44,116,130,14
36,12,16,214,650,122,20,2,6,52,4
16,16,78,218,122,555,8,2,4,18,4
30,50,22,82,20,8,256,42,24,18,0
12,12,2,44,2,2,42,150,18,12,2
34,24,2,116,6,4,24,18,970,134,16
30,16,6,130,52,18,18,12,134,576,24
2,0,6,14,4,4,0,2,16,24,62
