1072,118,40,90,654,594,150,38,24,274,8,102,162,0
118,5971,880,2014,1124,1472,586,218,82,88,8,244,230,146
40,880,14319,5122,2530,3502,3648,582,1432,732,10,248,136,104
90,2014,5122,15308,5242,4594,2108,368,754,1142,16,168,338,322
654,1124,2530,5242,16300,16082,3772,2284,1606,686,52,794,668,206
594,1472,3502,4594,16082,19444,2830,2292,1710,564,24,1174,248,354
150,586,3648,2108,3772,2830,11925,2028,504,28,4,450,42,140
38,218,582,368,2284,2292,2028,5194,150,44,10,86,8,20
24,82,1432,754,1606,1710,504,150,3318,176,42,78,48,8
274,88,732,1142,686,564,28,44,176,4952,6,184,124,22
8,8,10,16,52,24,4,10,42,6,717,240,146,0
102,244,248,168,794,1174,450,86,78,184,240,14842,1152,10
162,230,136,338,668,248,42,8,48,124,146,1152,5814,8
0,146,104,322,206,354,140,20,8,22,0,10,8,417
