27780,13058,4666,2314,728,2308,5112,320,11428,9626,8626,1680,418,1454,11372,4664,1608
13058,58965,5632,5840,666,2188,4434,490,32378,32398,17182,1258,284,4406,23194,10500,1202
4666,5632,13098,328,356,762,1792,44,5428,4540,3044,584,170,808,8100,1582,226
2314,5840,328,9227,154,642,902,96,6494,4028,2068,568,58,256,3622,1824,250
728,666,356,154,1513,98,364,22,484,216,366,52,56,68,160,150,90
2308,2188,762,642,98,4860,352,24,662,298,734,116,182,174,972,634,84
5112,4434,1792,902,364,352,8738,34,1242,4372,1132,644,102,576,2928,1260,304
320,490,44,96,22,24,34,836,312,134,12,8,20,56,34,114,112
11428,32378,5428,6494,484,662,1242,312,61325,5222,1866,568,354,13052,7926,9816,1250
9626,32398,4540,4028,216,298,4372,134,5222,45769,3666,726,92,1058,8258,13196,366
8626,17182,3044,2068,366,734,1132,12,1866,3666,30204,1068,94,1830,7088,5212,880
1680,1258,584,568,52,116,644,8,568,726,1068,3525,36,224,668,494,20
418,284,170,58,56,182,102,20,354,92,94,36,1497,54,134,152,112
1454,4406,808,256,68,174,576,56,13052,1058,1830,224,54,15331,5384,3434,934
11372,23194,8100,3622,160,972,2928,34,7926,8258,7088,668,134,5384,69455,8422,702
4664,10500,1582,1824,150,634,1260,114,9816,13196,5212,494,152,3434,8422,26874,430
1608,1202,226,250,90,84,304,112,1250,366,880,20,112,934,702,430,5065
