8005,15516,26764,27078,14537,11467,28936,11539,14109,16780,16647,17672,12056,13862,8063,30100,15695,14613,15626,22646,12109,15612,13586,34144,42198,12670,11049,11500,19563,16313,12066,11583,16622,33235,30058,21823,14870,12047,24968,24254,15509,18362,15401,41580,38809,48126,36848,18965,36836,37976,9257,10207,11677,10177,9941,9125,9201,32243,21809,14771,30883,21316,8036
15516,7511,26270,26584,14043,10973,28442,11045,13615,16286,16153,17178,11562,13368,7569,29606,15201,14119,15132,22152,11615,15118,13092,33650,41704,12176,10555,11006,19069,15819,11572,11089,16128,32741,29564,21329,14376,11553,24474,23760,15015,17868,14907,41086,38315,47632,36354,18471,36342,37482,8763,9713,11183,9683,9447,8631,8707,31749,21315,14277,30389,20822,7542
26764,26270,18759,37832,25291,22221,39690,22293,24863,27534,27401,28426,22810,24616,18817,40854,26449,25367,26380,33400,22863,26366,24340,44898,52952,23424,21803,22254,30317,27067,22820,22337,27376,43989,40812,32577,25624,22801,35722,35008,26263,29116,26155,52334,49563,58880,47602,29719,47590,48730,20011,20961,22431,20931,20695,19879,19955,42997,32563,25525,41637,32070,18790
27078,26584,37832,19073,25605,22535,40004,22607,25177,27848,27715,28740,23124,24930,19131,41168,26763,25681,26694,33714,23177,26680,24654,45212,53266,23738,22117,22568,30631,27381,23134,22651,27690,44303,41126,32891,25938,23115,36036,35322,26577,29430,26469,52648,49877,59194,47916,30033,47904,49044,20325,21275,22745,21245,21009,20193,20269,43311,32877,25839,41951,32384,19104
14537,14043,25291,25605,6532,9994,27463,10066,12636,15307,15174,16199,10583,12389,6590,28627,14222,13140,14153,21173,10636,14139,12113,32671,40725,11197,9576,10027,18090,14840,10593,10110,15149,31762,28585,20350,13397,10574,23495,22781,14036,16889,13928,40107,37336,46653,35375,17492,35363,36503,7784,8734,10204,8704,8468,7652,7728,30770,20336,13298,29410,19843,6563
11467,10973,22221,22535,9994,3462,24393,6996,9566,12237,12104,13129,7513,9319,3520,25557,11152,10070,11083,18103,7566,11069,9043,29601,37655,8127,6506,6957,15020,11770,7523,7040,12079,28692,25515,17280,10327,7504,20425,19711,10966,13819,10858,37037,34266,43583,32305,14422,32293,33433,4714,5664,7134,5634,5398,4582,4658,27700,17266,10228,26340,16773,3493
28936,28442,39690,40004,27463,24393,20931,24465,27035,29706,29573,30598,24982,26788,20989,43026,28621,27539,28552,35572,25035,28538,26512,47070,55124,25596,23975,24426,32489,29239,24992,24509,29548,46161,42984,34749,27796,24973,37894,37180,28435,31288,28327,54506,51735,61052,49774,31891,49762,50902,22183,23133,24603,23103,22867,22051,22127,45169,34735,27697,43809,34242,20962
11539,11045,22293,22607,10066,6996,24465,3534,9638,12309,12176,13201,7585,9391,3592,25629,11224,10142,11155,18175,7638,11141,9115,29673,37727,8199,6578,7029,15092,11842,7595,7112,12151,28764,25587,17352,10399,7576,20497,19783,11038,13891,10930,37109,34338,43655,32377,14494,32365,33505,4786,5736,7206,5706,5470,4654,4730,27772,17338,10300,26412,16845,3565
14109,13615,24863,25177,12636,9566,27035,9638,6104,14879,14746,15771,10155,11961,6162,28199,13794,12712,13725,20745,10208,13711,11685,32243,40297,10769,9148,9599,17662,14412,10165,9682,14721,31334,28157,19922,12969,10146,23067,22353,13608,16461,13500,39679,36908,46225,34947,17064,34935,36075,7356,8306,9776,8276,8040,7224,7300,30342,19908,12870,28982,19415,6135
16780,16286,27534,27848,15307,12237,29706,12309,14879,8775,17417,18442,12826,14632,8833,30870,16465,15383,16396,23416,12879,16382,14356,34914,42968,13440,11819,12270,20333,17083,12836,12353,17392,34005,30828,22593,15640,12817,25738,25024,16279,19132,16171,42350,39579,48896,37618,19735,37606,38746,10027,10977,12447,10947,10711,9895,9971,33013,22579,15541,31653,22086,8806
16647,16153,27401,27715,15174,12104,29573,12176,14746,17417,8642,18309,12693,14499,8700,30737,16332,15250,16263,23283,12746,16249,14223,34781,42835,13307,11686,12137,20200,16950,12703,12220,17259,33872,30695,22460,15507,12684,25605,24891,16146,18999,16038,42217,39446,48763,37485,19602,37473,38613,9894,10844,12314,10814,10578,9762,9838,32880,22446,15408,31520,21953,8673
17672,17178,28426,28740,16199,13129,30598,13201,15771,18442,18309,9667,13718,15524,9725,31762,17357,16275,17288,24308,13771,17274,15248,35806,43860,14332,12711,13162,21225,17975,13728,13245,18284,34897,31720,23485,16532,13709,26630,25916,17171,20024,17063,43242,40471,49788,38510,20627,38498,39638,10919,11869,13339,11839,11603,10787,10863,33905,23471,16433,32545,22978,9698
12056,11562,22810,23124,10583,7513,24982,7585,10155,12826,12693,13718,4051,9908,4109,26146,11741,10659,11672,18692,8155,11658,9632,30190,38244,8716,7095,7546,15609,12359,8112,7629,12668,29281,26104,17869,10916,8093,21014,20300,11555,14408,11447,37626,34855,44172,32894,15011,32882,34022,5303,6253,7723,6223,5987,5171,5247,28289,17855,10817,26929,17362,4082
13862,13368,24616,24930,12389,9319,26788,9391,11961,14632,14499,15524,9908,5857,5915,27952,13547,12465,13478,20498,9961,13464,11438,31996,40050,10522,8901,9352,17415,14165,9918,9435,14474,31087,27910,19675,12722,9899,22820,22106,13361,16214,13253,39432,36661,45978,34700,16817,34688,35828,7109,8059,9529,8029,7793,6977,7053,30095,19661,12623,28735,19168,5888
8063,7569,18817,19131,6590,3520,20989,3592,6162,8833,8700,9725,4109,5915,58,22153,7748,6666,7679,14699,4162,7665,5639,26197,34251,4723,3102,3553,11616,8366,4119,3636,8675,25288,22111,13876,6923,4100,17021,16307,7562,10415,7454,33633,30862,40179,28901,11018,28889,30029,1310,2260,3730,2230,1994,1178,1254,24296,13862,6824,22936,13369,89
30100,29606,40854,41168,28627,25557,43026,25629,28199,30870,30737,31762,26146,27952,22153,22095,29785,28703,29716,36736,26199,29702,27676,48234,56288,26760,25139,25590,33653,30403,26156,25673,30712,47325,44148,35913,28960,26137,39058,38344,29599,32452,29491,55670,52899,62216,50938,33055,50926,52066,23347,24297,25767,24267,24031,23215,23291,46333,35899,28861,44973,35406,22126
15695,15201,26449,26763,14222,11152,28621,11224,13794,16465,16332,17357,11741,13547,7748,29785,7690,14298,15311,22331,11794,15297,13271,33829,41883,12355,10734,11185,19248,15998,11751,11268,16307,32920,29743,21508,14555,11732,24653,23939,15194,18047,15086,41265,38494,47811,36533,18650,36521,37661,8942,9892,11362,9862,9626,8810,8886,31928,21494,14456,30568,21001,7721
