8319,41128,19899,20593,28036,16857,15864,10240
41128,32809,44389,45083,52526,41347,40354,34730
19899,44389,11580,23854,31297,20118,19125,13501
20593,45083,23854,12274,31991,20812,19819,14195
28036,52526,31297,31991,19717,28255,27262,21638
16857,41347,20118,20812,28255,8538,16083,10459
15864,40354,19125,19819,27262,16083,7545,9466
10240,34730,13501,14195,21638,10459,9466,1921
