-0.021794,0.033311
-0.055608,0.040382
0.036939,0.15405
0.016713,0.12324
0.093773,0.14598
0.10381,0.20947
0.063926,0.1092
0.13544,0.12175
0.17461,0.10969
0.22647,0.043178
0.026536,0.055601
0.1892,0.13813
0.18275,0.05783
0.18658,0.099519
0.44155,0.18834
0.11937,0.091728
0.13075,-0.025504
0.020888,-0.03917
0.085479,-0.063113
0.047036,-0.1177
0.011276,-0.18188
0.17438,-0.086164
-0.0050254,-0.15528
-0.059681,-0.066755
-0.053494,-0.10619
0.10938,-0.10591
-0.017955,-0.041089
0.06762,-0.1792
-0.0018616,-0.11875
0.020765,-0.1424
0.15316,-0.13465
-0.029326,-0.1545
-0.090154,-0.1076
0.046549,-0.064853
0.01612,-0.077951
-0.098794,-0.0050648
0.061389,0.073356
0.055835,0.054649
0.070514,-0.043134
0.14367,-0.0060323
0.20245,0.0068541
0.19386,-0.021956
0.13233,-0.062484
-0.062153,0.0088961
-0.12725,0.11071
-0.11926,0.0026674
-0.067563,0.11239
-0.12994,-0.044321
-0.16999,-0.058142
-0.17941,-0.092532
-0.16845,-0.2187
-0.2744,-0.16022
-0.078354,-0.16769
-0.19504,-0.1334
-0.10346,-0.25286
-0.3462,-0.04856
-0.33432,0.033768
-0.10681,0.1105
-0.093326,0.16139
-0.14281,0.079441
-0.11609,0.047771
-0.053618,0.097609
-0.43897,0.66235
