731,650,248,402,50,28,68,50,372,28,362,12,32,200,22,4
650,13552,5466,3514,732,808,2128,3438,6734,736,7770,160,2118,4524,2062,60
248,5466,7399,2594,536,430,602,740,2370,204,3620,200,936,2204,376,46
402,3514,2594,5933,594,116,508,200,2316,162,1752,114,134,894,28,86
50,732,536,594,2032,478,184,220,722,176,1254,14,374,1052,4,10
28,808,430,116,478,2390,98,218,768,174,1080,4,678,1420,58,20
68,2128,602,508,184,98,1825,300,1372,32,934,14,314,440,22,0
50,3438,740,200,220,218,300,5575,2084,1616,2662,4,2060,3560,1126,22
372,6734,2370,2316,722,768,1372,2084,7225,1050,4220,28,1438,2412,286,84
28,736,204,162,176,174,32,1616,1050,2993,1368,6,1162,1724,84,24
362,7770,3620,1752,1254,1080,934,2662,4220,1368,13886,504,3490,6784,738,236
12,160,200,114,14,4,14,4,28,6,504,1275,6,212,0,12
32,2118,936,134,374,678,314,2060,1438,1162,3490,6,4608,2152,358,18
200,4524,2204,894,1052,1420,440,3560,2412,1724,6784,212,2152,12962,682,84
22,2062,376,28,4,58,22,1126,286,84,738,0,358,682,3874,12
4,60,46,86,10,20,0,22,84,24,236,12,18,84,12,252
