1.00000000,0.33642947,0.02587936,0.08521269,0.05378065,0.05710043,0.06029707,0.01676007,0.01870031,0.07185242,0.04561603,0.00291312
0.33642947,1.00000000,0.02622679,0.06215417,0.03625674,0.03639896,0.08028303,0.01705933,0.00601092,0.10412986,0.03447824,0.00594296
0.02587936,0.02622679,1.00000000,0.00991893,0.00249866,0.00372439,0.01150176,0.00033151,0.00024757,0.06732118,0.00198347,0.00214247
0.08521269,0.06215417,0.00991893,1.00000000,0.03251445,0.04934955,0.02467271,0.01847447,0.00672296,0.02212533,0.06827634,0.00257324
0.05378065,0.03625674,0.00249866,0.03251445,1.00000000,0.06003023,0.01926222,0.01186015,0.01086511,0.00419647,0.01818182,0.00229797
0.05710043,0.03639896,0.00372439,0.04934955,0.06003023,1.00000000,0.04686118,0.00957144,0.01362535,0.00519047,0.03392493,0.00144770
0.06029707,0.08028303,0.01150176,0.02467271,0.01926222,0.04686118,1.00000000,0.01313696,0.00816327,0.03223490,0.02016853,0.00522696
0.01676007,0.01705933,0.00033151,0.01847447,0.01186015,0.00957144,0.01313696,1.00000000,0.33211535,0.00372234,0.06692723,0.02273588
0.01870031,0.00601092,0.00024757,0.00672296,0.01086511,0.01362535,0.00816327,0.33211535,1.00000000,0.00294691,0.04838148,0.00862069
0.07185242,0.10412986,0.06732118,0.02212533,0.00419647,0.00519047,0.03223490,0.00372234,0.00294691,1.00000000,0.00931432,0.00622314
0.04561603,0.03447824,0.00198347,0.06827634,0.01818182,0.03392493,0.02016853,0.06692723,0.04838148,0.00931432,1.00000000,0.00598114
0.00291312,0.00594296,0.00214247,0.00257324,0.00229797,0.00144770,0.00522696,0.02273588,0.00862069,0.00622314,0.00598114,1.00000000
