1.00000000,0.15053317,0.11414453,0.06252871,0.02485235,0.07071078,0.13998576,0.01118256,0.12825318,0.13087873,0.14876518,0.05366555,0.01427742,0.03372689,0.11695377,0.08533685,0.04895722
0.15053317,1.00000000,0.07815384,0.08564054,0.01101227,0.03428124,0.06549193,0.00819384,0.26916618,0.30933603,0.19269028,0.02013122,0.00469717,0.05930333,0.18061050,0.12232202,0.01877245
0.11414453,0.07815384,1.00000000,0.01469205,0.02436520,0.04243234,0.08206631,0.00315774,0.07293444,0.07712301,0.07029698,0.03513205,0.01164782,0.02842168,0.09811878,0.03957770,0.01244288
0.06252871,0.08564054,0.01469205,1.00000000,0.01433892,0.04557393,0.05020874,0.00953990,0.09204558,0.07324169,0.05244604,0.04454203,0.00540843,0.01042430,0.04603340,0.05052492,0.01749230
0.02485235,0.01101227,0.02436520,0.01433892,1.00000000,0.01537737,0.03550873,0.00936569,0.00770235,0.00456833,0.01153955,0.01032156,0.01860465,0.00403705,0.00225454,0.00528411,0.01368197
0.07071078,0.03428124,0.04243234,0.04557393,0.01537737,1.00000000,0.02588616,0.00421348,0.01000227,0.00588595,0.02093315,0.01383423,0.02862986,0.00861770,0.01307946,0.01997857,0.00846348
0.13998576,0.06549193,0.08206631,0.05020874,0.03550873,0.02588616,1.00000000,0.00355128,0.01772690,0.08020988,0.02906887,0.05251570,0.00996580,0.02393120,0.03744581,0.03538133,0.02202420
0.01118256,0.00819384,0.00315774,0.00953990,0.00936569,0.00421348,0.00355128,1.00000000,0.00501922,0.00287523,0.00038660,0.00183444,0.00857265,0.00346385,0.00048370,0.00411404,0.01897983
0.12825318,0.26916618,0.07293444,0.09204558,0.00770235,0.01000227,0.01772690,0.00501922,1.00000000,0.04876090,0.02038698,0.00875867,0.00563497,0.17026717,0.06060560,0.11129378,0.01882814
0.13087873,0.30933603,0.07712301,0.07324169,0.00456833,0.00588595,0.08020988,0.00287523,0.04876090,1.00000000,0.04825398,0.01472796,0.00194643,0.01731588,0.07166910,0.18165549,0.00719991
0.14876518,0.19269028,0.07029698,0.05244604,0.01153955,0.02093315,0.02906887,0.00038660,0.02038698,0.04825398,1.00000000,0.03166415,0.00296521,0.04018887,0.07112253,0.09131364,0.02495109
0.05366555,0.02013122,0.03513205,0.04454203,0.01032156,0.01383423,0.05251570,0.00183444,0.00875867,0.01472796,0.03166415,1.00000000,0.00716846,0.01187951,0.00915319,0.01625053,0.00232829
0.01427742,0.00469717,0.01164782,0.00540843,0.01860465,0.02862986,0.00996580,0.00857265,0.00563497,0.00194643,0.00296521,0.00716846,1.00000000,0.00320894,0.00188860,0.00535758,0.01706797
0.03372689,0.05930333,0.02842168,0.01042430,0.00403705,0.00861770,0.02393120,0.00346385,0.17026717,0.01731588,0.04018887,0.01187951,0.00320894,1.00000000,0.06350105,0.08136477,0.04579329
0.11695377,0.18061050,0.09811878,0.04603340,0.00225454,0.01307946,0.03744581,0.00048370,0.06060560,0.07166910,0.07112253,0.00915319,0.00188860,0.06350105,1.00000000,0.08742954,0.00942029
0.08533685,0.12232202,0.03957770,0.05052492,0.00528411,0.01997857,0.03538133,0.00411404,0.11129378,0.18165549,0.09131364,0.01625053,0.00535758,0.08136477,0.08742954,1.00000000,0.01346316
0.04895722,0.01877245,0.01244288,0.01749230,0.01368197,0.00846348,0.02202420,0.01897983,0.01882814,0.00719991,0.02495109,0.00232829,0.01706797,0.04579329,0.00942029,0.01346316,1.00000000
