27780,86745,40878,37007,29293,32640,36518,28616,89105,73549,57984,31305,29277,43111,97235,54654,32845
86745,58965,72063,68192,60478,63825,67703,59801,120290,104734,89169,62490,60462,74296,128420,85839,64030
40878,72063,13098,22325,14611,17958,21836,13934,74423,58867,43302,16623,14595,28429,82553,39972,18163
37007,68192,22325,9227,10740,14087,17965,10063,70552,54996,39431,12752,10724,24558,78682,36101,14292
29293,60478,14611,10740,1513,6373,10251,2349,62838,47282,31717,5038,3010,16844,70968,28387,6578
32640,63825,17958,14087,6373,4860,13598,5696,66185,50629,35064,8385,6357,20191,74315,31734,9925
36518,67703,21836,17965,10251,13598,8738,9574,70063,54507,38942,12263,10235,24069,78193,35612,13803
28616,59801,13934,10063,2349,5696,9574,836,62161,46605,31040,4361,2333,16167,70291,27710,5901
89105,120290,74423,70552,62838,66185,70063,62161,61325,107094,91529,64850,62822,76656,130780,88199,66390
73549,104734,58867,54996,47282,50629,54507,46605,107094,45769,75973,49294,47266,61100,115224,72643,50834
57984,89169,43302,39431,31717,35064,38942,31040,91529,75973,30204,33729,31701,45535,99659,57078,35269
31305,62490,16623,12752,5038,8385,12263,4361,64850,49294,33729,3525,5022,18856,72980,30399,8590
29277,60462,14595,10724,3010,6357,10235,2333,62822,47266,31701,5022,1497,16828,70952,28371,6562
43111,74296,28429,24558,16844,20191,24069,16167,76656,61100,45535,18856,16828,15331,84786,42205,20396
97235,128420,82553,78682,70968,74315,78193,70291,130780,115224,99659,72980,70952,84786,69455,96329,74520
54654,85839,39972,36101,28387,31734,35612,27710,88199,72643,57078,30399,28371,42205,96329,26874,31939
32845,64030,18163,14292,6578,9925,13803,5901,66390,50834,35269,8590,6562,20396,74520,31939,5065
