29101,43563,33986,40275,38235,34259,30153,31990
43563,14462,19347,25636,23596,19620,15514,17351
33986,19347,4885,16059,14019,10043,5937,7774
40275,25636,16059,11174,20308,16332,12226,14063
38235,23596,14019,20308,9134,14292,10186,12023
34259,19620,10043,16332,14292,5158,6210,8047
30153,15514,5937,12226,10186,6210,1052,3941
31990,17351,7774,14063,12023,8047,3941,2889
