1502,170,136,66,16,6,76,20,28,68,42,36,26,14,8,80,22,68,14,44,10,28,4,66,152,58,10,8,10,30,14,14,14,54,46,30,40,20,80,14,14,42,104,96,144,262,730,40,72,152,34,8,118,70,56,28,28,104,28,100,122,76,8
170,1038,102,6,4,6,62,6,10,40,8,6,2,4,0,12,14,16,16,22,0,0,2,18,30,8,2,4,6,12,2,10,4,24,18,8,26,6,28,16,8,8,10,38,38,50,22,28,14,16,12,0,22,6,22,50,8,6,10,18,12,6,2
136,102,1882,80,214,106,42,52,16,18,26,32,4,78,0,150,16,50,66,8,0,8,0,6,2,10,8,2,2,0,4,0,2,28,6,0,30,10,0,156,0,0,0,50,12,2,1166,2,0,2,0,0,92,0,2,0,0,68,114,8,44,58,0
66,6,80,2593,174,22,280,26,16,24,138,38,66,8,6,372,24,8,18,20,10,0,58,14,8,16,2,6,10,4,16,8,0,8,14,2,200,180,10,48,18,88,6,164,94,34,732,2,0,0,0,0,24,40,0,0,0,276,42,88,16,230,0
16,4,214,174,717,158,14,14,26,8,18,74,12,70,2,182,8,6,22,0,2,0,2,0,0,0,2,0,0,2,0,0,0,32,16,2,10,20,0,132,4,10,0,20,8,4,116,2,0,0,0,0,36,0,2,0,0,16,16,10,2,66,0
6,6,106,22,158,283,2,4,2,2,2,24,12,28,0,222,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2,0,12,2,0,0,0,0,0,50,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0
76,62,42,280,14,2,2288,170,52,530,60,38,58,14,52,206,96,32,36,90,4,36,102,18,28,58,14,20,34,30,26,4,0,12,12,0,24,80,10,12,18,18,64,62,8,138,226,8,2,0,0,2,112,44,12,4,0,14,2,4,4,234,0
20,6,52,26,14,4,170,377,96,120,22,64,0,4,8,70,4,70,0,72,2,10,8,20,2,6,8,4,4,10,0,0,0,8,2,0,16,4,0,8,2,4,2,2,0,106,60,2,0,0,0,0,0,0,2,0,0,4,0,0,16,16,0
28,10,16,16,26,2,52,96,670,404,38,170,10,52,22,98,0,0,0,0,0,16,2,4,12,8,6,0,2,2,0,0,0,10,2,0,2,6,4,12,16,4,8,2,0,8,64,4,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0
68,40,18,24,8,2,530,120,404,1524,32,104,96,74,80,164,50,4,0,74,0,350,20,8,54,72,2,0,6,2,14,2,0,8,6,0,38,28,68,12,50,148,70,4,0,26,54,6,0,0,0,0,90,10,2,0,0,2,2,0,10,22,0
42,8,26,138,18,2,60,22,38,32,980,84,46,6,4,134,10,32,0,16,0,6,6,50,28,16,14,0,24,18,2,6,4,36,80,10,32,20,26,6,4,4,22,82,66,394,54,16,18,4,8,2,62,18,18,0,2,36,14,16,94,14,0
36,6,32,38,74,24,38,64,170,104,84,1218,510,174,56,496,34,2,2,8,0,10,10,2,0,14,4,0,0,0,6,0,0,82,8,0,6,6,12,14,26,34,18,0,0,0,28,4,0,0,0,0,132,12,0,0,0,0,2,2,2,4,0
26,2,4,66,12,12,58,0,10,96,46,510,1327,72,28,246,242,0,0,6,0,30,94,32,86,140,22,0,0,0,22,2,0,212,20,0,22,6,94,2,10,60,118,12,4,2,8,14,0,4,2,0,934,162,14,0,0,0,0,12,8,4,0
14,4,78,8,70,28,14,4,52,74,6,174,72,384,76,66,8,0,4,2,0,10,0,0,2,0,0,0,0,0,0,0,0,22,4,0,4,10,4,80,88,34,10,0,0,0,72,0,0,0,0,0,30,4,0,0,0,2,0,2,0,2,0
8,0,0,6,2,0,52,8,22,80,4,56,28,76,168,60,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,52,2,0,0,2,2,0,56,30,16,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
80,12,150,372,182,222,206,70,98,164,134,496,246,66,60,2105,222,8,18,80,4,30,8,0,6,24,16,2,0,0,48,0,0,28,6,0,186,64,44,50,84,226,12,16,8,4,130,2,6,0,0,0,78,66,8,2,0,0,2,18,4,44,0
22,14,16,24,8,2,96,4,0,50,10,34,242,8,6,222,750,0,34,18,2,46,38,16,42,62,10,2,4,12,306,8,0,88,28,2,34,4,166,128,14,72,92,26,0,8,6,4,2,2,4,6,214,14,14,0,0,0,2,6,4,0,0
68,16,50,8,6,2,32,70,0,4,32,2,0,0,0,8,0,857,128,94,26,14,66,58,48,40,76,50,96,122,14,28,38,142,54,108,0,20,2,112,0,2,26,28,10,112,44,2,12,6,0,0,6,0,0,0,0,108,8,2,18,4,0
14,16,66,18,22,0,36,0,0,0,0,2,0,4,0,18,34,128,678,36,20,6,0,16,28,198,8,4,8,68,44,2,10,154,66,48,12,30,24,134,4,12,38,178,20,18,30,2,24,16,0,0,26,18,2,0,8,4,14,22,2,16,0
44,22,8,20,0,0,90,72,0,74,16,8,6,2,0,80,18,94,36,1455,128,184,76,68,100,110,42,52,182,82,8,22,50,192,144,2,12,6,40,14,0,80,34,18,6,130,14,2,12,44,6,2,26,0,8,0,4,2,0,4,24,10,0
10,0,0,10,2,0,4,2,0,0,0,0,0,0,0,4,2,26,20,128,371,54,6,4,240,10,4,0,46,14,6,2,18,48,48,4,0,10,12,4,0,2,22,84,0,62,0,0,18,8,16,0,2,2,2,0,6,4,0,2,0,8,0
28,0,8,0,0,0,36,10,16,350,6,10,30,10,6,30,46,14,6,184,54,829,24,8,82,46,2,4,16,20,6,12,2,126,58,2,8,2,170,6,20,118,182,14,0,10,0,0,0,0,0,0,116,0,22,0,0,0,0,0,4,0,0
4,2,0,58,2,0,102,8,2,20,6,10,94,0,6,8,38,66,0,76,6,24,638,80,58,8,56,24,120,110,14,54,18,20,32,0,2,2,2,0,2,6,8,28,28,110,8,8,2,6,6,4,118,34,4,2,0,0,0,4,2,10,0
66,18,6,14,0,0,18,20,4,8,50,2,32,0,0,0,16,58,16,68,4,8,80,2962,508,598,76,12,40,26,4,42,94,32,374,96,2,0,28,40,16,2,114,104,8,1028,62,230,42,86,50,34,210,42,2,8,8,24,20,364,396,38,0
152,30,2,8,0,0,28,2,12,54,28,0,86,2,0,6,42,48,28,100,240,82,58,508,5971,700,58,6,42,88,34,40,182,172,596,304,0,10,198,8,4,8,796,216,10,2546,44,50,560,1446,616,336,746,288,104,36,124,18,16,376,150,8,0
58,8,10,16,0,2,58,6,8,72,16,14,140,0,0,24,62,40,198,110,10,46,8,598,700,2146,76,0,14,2,6,0,10,32,48,18,14,8,292,198,32,140,428,92,26,174,80,552,34,196,62,12,400,156,52,10,16,14,48,154,104,56,0
10,2,8,2,2,0,14,8,6,2,14,4,22,0,0,16,10,76,8,42,4,2,56,76,58,76,466,10,12,20,6,16,10,26,38,2,2,0,4,8,0,0,8,22,4,36,4,12,2,4,2,0,40,12,0,0,0,2,12,38,28,10,0
