7311,1862,2302,3052,1440,374,182,310,506,152,78,182,350,30
1862,7185,2306,2204,2160,406,406,132,390,152,210,254,604,12
2302,2306,13308,6190,2468,666,2492,292,2094,424,314,666,992,12
3052,2204,6190,16475,2344,558,2220,384,1670,352,330,1120,4080,2
1440,2160,2468,2344,4782,480,786,132,586,34,74,286,430,8
374,406,666,558,480,3301,136,64,106,20,12,42,86,42
182,406,2492,2220,786,136,6926,100,1450,192,156,468,1100,0
310,132,292,384,132,64,100,1236,74,14,156,172,210,0
506,390,2094,1670,586,106,1450,74,14410,6574,50,444,1144,4
152,152,424,352,34,20,192,14,6574,13361,354,344,908,6
78,210,314,330,74,12,156,156,50,354,2660,104,472,0
182,254,666,1120,286,42,468,172,444,344,104,2898,832,0
350,604,992,4080,430,86,1100,210,1144,908,472,832,12818,6
30,12,12,2,8,42,0,0,4,6,0,0,6,171
