1.00000000,0.12844923,0.11164460,0.12831077,0.11907715,0.03524312,0.01278359,0.03627004,0.02329543,0.00735294,0.00782269,0.01782741,0.01738785,0.00400962
0.12844923,1.00000000,0.11252623,0.09315300,0.18049637,0.03871829,0.02877188,0.01567510,0.01805974,0.00739803,0.02133062,0.02519092,0.03019547,0.00163132
0.11164460,0.11252623,1.00000000,0.20783669,0.13642897,0.04009874,0.12315904,0.02007701,0.07554658,0.01589861,0.01966433,0.04109589,0.03796984,0.00089027
0.12831077,0.09315300,0.20783669,1.00000000,0.11026956,0.02821602,0.09486774,0.02168144,0.05407156,0.01179783,0.01724588,0.05781242,0.13928242,0.00012015
0.11907715,0.18049637,0.13642897,0.11026956,1.00000000,0.05938389,0.06713358,0.02193420,0.03053356,0.00187400,0.00994356,0.03723958,0.02443182,0.00161518
0.03524312,0.03871829,0.04009874,0.02821602,0.05938389,1.00000000,0.01329813,0.01410624,0.00598498,0.00120034,0.00201309,0.00677529,0.00533532,0.01209677
0.01278359,0.02877188,0.12315904,0.09486774,0.06713358,0.01329813,1.00000000,0.01225190,0.06796025,0.00946419,0.01627373,0.04763844,0.05571313,0.00000000
0.03627004,0.01567510,0.02007701,0.02168144,0.02193420,0.01410624,0.01225190,1.00000000,0.00472964,0.00095910,0.04004107,0.04160619,0.01494237,0.00000000
0.02329543,0.01805974,0.07554658,0.05407156,0.03053356,0.00598498,0.06796025,0.00472964,1.00000000,0.23672176,0.00292912,0.02565288,0.04201557,0.00027433
0.00735294,0.00739803,0.01589861,0.01179783,0.00187400,0.00120034,0.00946419,0.00095910,0.23672176,1.00000000,0.02209600,0.02115751,0.03468429,0.00044339
0.00782269,0.02133062,0.01966433,0.01724588,0.00994356,0.00201309,0.01627373,0.04004107,0.00292912,0.02209600,1.00000000,0.01871177,0.03049490,0.00000000
0.01782741,0.02519092,0.04109589,0.05781242,0.03723958,0.00677529,0.04763844,0.04160619,0.02565288,0.02115751,0.01871177,1.00000000,0.05293968,0.00000000
0.01738785,0.03019547,0.03796984,0.13928242,0.02443182,0.00533532,0.05571313,0.01494237,0.04201557,0.03468429,0.03049490,0.05293968,1.00000000,0.00046193
0.00400962,0.00163132,0.00089027,0.00012015,0.00161518,0.01209677,0.00000000,0.00000000,0.00027433,0.00044339,0.00000000,0.00000000,0.00046193,1.00000000
