29530,4366,4106,5318,3280,3454,10262,5720
4366,35970,4996,19464,1150,7554,7254,4704
4106,4996,29231,7846,2802,8562,9524,4916
5318,19464,7846,83620,12678,12628,5498,13306
3280,1150,2802,12678,20900,2194,2800,7218
3454,7554,8562,12628,2194,75121,27360,6794
10262,7254,9524,5498,2800,27360,48592,4520
5720,4704,4916,13306,7218,6794,4520,32875
