29530,65500,58761,113150,50430,104651,78122,62405
65500,35970,65201,119590,56870,111091,84562,68845
58761,65201,29231,112851,50131,104352,77823,62106
113150,119590,112851,83620,104520,158741,132212,116495
50430,56870,50131,104520,20900,96021,69492,53775
104651,111091,104352,158741,96021,75121,123713,107996
78122,84562,77823,132212,69492,123713,48592,81467
62405,68845,62106,116495,53775,107996,81467,32875
