1.00000000,0.10238189,0.08186270,0.01052503,0.01729874,0.04965461,0.01419926,0.02306879,0.01572780,0.00898599,0.01044282,0.00822911,0.00656793,0.00957530,0.00043122
0.10238189,1.00000000,0.05022831,0.01220842,0.03567182,0.04707461,0.02380481,0.02682064,0.01715999,0.00760887,0.01696771,0.02592803,0.01548418,0.01479551,0.00283638
0.08186270,0.05022831,1.00000000,0.03097274,0.01404452,0.12573059,0.04026428,0.07460918,0.06344855,0.01720375,0.07599041,0.02054519,0.02206813,0.03051288,0.00406091
0.01052503,0.01220842,0.03097274,1.00000000,0.01990050,0.03376954,0.02337034,0.01512841,0.02237547,0.01732941,0.01421883,0.00534195,0.00783397,0.03163598,0.00547240
0.01729874,0.03567182,0.01404452,0.01990050,1.00000000,0.14313157,0.21030666,0.14058524,0.06763378,0.00761905,0.02130616,0.08704801,0.08475492,0.05844784,0.02924175
0.04965461,0.04707461,0.12573059,0.03376954,0.14313157,1.00000000,0.14679940,0.15089434,0.22818148,0.02619015,0.06385876,0.16184514,0.11776186,0.14789997,0.02199984
0.01419926,0.02380481,0.04026428,0.02337034,0.21030666,0.14679940,1.00000000,0.11820355,0.11137507,0.01666539,0.03254618,0.13953249,0.12539836,0.12113827,0.01832768
0.02306879,0.02682064,0.07460918,0.01512841,0.14058524,0.15089434,0.11820355,1.00000000,0.19915709,0.01645999,0.01538729,0.06111735,0.03367792,0.11588937,0.01394729
0.01572780,0.01715999,0.06344855,0.02237547,0.06763378,0.22818148,0.11137507,0.19915709,1.00000000,0.10452664,0.02271945,0.06006356,0.03084833,0.12276910,0.01323275
0.00898599,0.00760887,0.01720375,0.01732941,0.00761905,0.02619015,0.01666539,0.01645999,0.10452664,1.00000000,0.03044719,0.01045848,0.01311314,0.03958235,0.02576387
0.01044282,0.01696771,0.07599041,0.01421883,0.02130616,0.06385876,0.03254618,0.01538729,0.02271945,0.03044719,1.00000000,0.04454775,0.02530038,0.04445817,0.00749906
0.00822911,0.02592803,0.02054519,0.00534195,0.08704801,0.16184514,0.13953249,0.06111735,0.06006356,0.01045848,0.04454775,1.00000000,0.03498749,0.14970459,0.00446538
0.00656793,0.01548418,0.02206813,0.00783397,0.08475492,0.11776186,0.12539836,0.03367792,0.03084833,0.01311314,0.02530038,0.03498749,1.00000000,0.12050985,0.01532567
0.00957530,0.01479551,0.03051288,0.03163598,0.05844784,0.14789997,0.12113827,0.11588937,0.12276910,0.03958235,0.04445817,0.14970459,0.12050985,1.00000000,0.01119300
0.00043122,0.00283638,0.00406091,0.00547240,0.02924175,0.02199984,0.01832768,0.01394729,0.01323275,0.02576387,0.00749906,0.00446538,0.01532567,0.01119300,1.00000000
