1.00000000,0.01072810,0.05995204,0.07076404,0.01843623,0.00150007,0.00190398,0.00094461,0.00058967,0.00652387,0.08296964,0.01305513,0.01866897,0.00463359,0.04246049,0.05056288,0.04930364,0.03931550,0.01231867,0.06332113,0.00322113,0.00756274,0.03603722
0.01072810,1.00000000,0.04483975,0.07678874,0.03458166,0.02453631,0.02100805,0.01140449,0.00313767,0.01252970,0.14746204,0.01868041,0.00172059,0.01901830,0.01056979,0.01231395,0.02163714,0.06277383,0.04440789,0.01595337,0.01221123,0.00300940,0.00697995
0.05995204,0.04483975,1.00000000,0.10423981,0.08807255,0.00726420,0.00548477,0.00808633,0.00301178,0.00832170,0.29244779,0.02671764,0.00823264,0.00672394,0.06160669,0.04515725,0.05127879,0.06598566,0.01518369,0.03571182,0.00287718,0.00114794,0.02879478
0.07076404,0.07678874,0.10423981,1.00000000,0.05558486,0.00562778,0.00651356,0.01361303,0.00647870,0.02651533,0.07921826,0.04112344,0.00420373,0.01080233,0.06927690,0.05073807,0.05968555,0.10895266,0.05684982,0.09187628,0.09903359,0.00974615,0.00675197
0.01843623,0.03458166,0.08807255,0.05558486,1.00000000,0.01375372,0.00976801,0.01640291,0.00547945,0.01579930,0.13134598,0.03910733,0.00564289,0.02138894,0.04196107,0.00785414,0.04968140,0.04351353,0.05688397,0.03283025,0.02424242,0.00340416,0.00371726
0.00150007,0.02453631,0.00726420,0.00562778,0.01375372,1.00000000,0.09792925,0.13302463,0.01372605,0.01681884,0.02688601,0.04008425,0.00603981,0.02370976,0.00131778,0.00150404,0.00309819,0.00714626,0.00301287,0.00243439,0.00303845,0.00134078,0.00462250
0.00190398,0.02100805,0.00548477,0.00651356,0.00976801,0.09792925,1.00000000,0.06512210,0.02261804,0.07030129,0.03770154,0.04711275,0.00273038,0.00732824,0.00092002,0.00087516,0.00380409,0.00616406,0.00326886,0.00091013,0.00302431,0.00088594,0.00076453
0.00094461,0.01140449,0.00808633,0.01361303,0.01640291,0.13302463,0.06512210,1.00000000,0.05531216,0.08562330,0.02691994,0.05802048,0.00994624,0.01448692,0.00156535,0.00173784,0.00673003,0.00187113,0.01609226,0.00360902,0.00550964,0.00172786,0.00112212
0.00058967,0.00313767,0.00301178,0.00647870,0.00547945,0.01372605,0.02261804,0.05531216,1.00000000,0.05010381,0.01770348,0.02883031,0.02133851,0.00184204,0.00085239,0.00094225,0.00267772,0.00027409,0.05900371,0.00348663,0.00268168,0.00000000,0.00000000
0.00652387,0.01252970,0.00832170,0.02651533,0.01579930,0.01681884,0.07030129,0.08562330,0.05010381,1.00000000,0.06251628,0.12240268,0.03214383,0.02649301,0.00528961,0.00741681,0.04329173,0.00544375,0.06092475,0.04385705,0.03549044,0.03267097,0.00426009
