0.08296964,0.14746204,0.29244779,0.07921826,0.13134598,0.02688601,0.03770154,0.02691994,0.01770348,0.06251628,1.00000000,0.16008502,0.03154953,0.05588863,0.15118408,0.12097887,0.12276478,0.05300310,0.05346251,0.05932122,0.04240894,0.00524788,0.02310249
0.01305513,0.01868041,0.02671764,0.04112344,0.03910733,0.04008425,0.04711275,0.05802048,0.02883031,0.12240268,0.16008502,1.00000000,0.03475703,0.03605677,0.02445901,0.01849933,0.04516245,0.02999949,0.02949981,0.02345557,0.01212553,0.00784768,0.00135276
0.01866897,0.00172059,0.00823264,0.00420373,0.00564289,0.00603981,0.00273038,0.00994624,0.02133851,0.03214383,0.03154953,0.03475703,1.00000000,0.00657367,0.01332139,0.00321785,0.02598470,0.00613442,0.01541387,0.00555766,0.02436422,0.01563372,0.00101510
0.00463359,0.01901830,0.00672394,0.01080233,0.02138894,0.02370976,0.00732824,0.01448692,0.00184204,0.02649301,0.05588863,0.03605677,0.00657367,1.00000000,0.00373171,0.00841767,0.02366541,0.00588885,0.01713234,0.00883604,0.01702313,0.00310430,0.00963298
0.04246049,0.01056979,0.06160669,0.06927690,0.04196107,0.00131778,0.00092002,0.00156535,0.00085239,0.00528961,0.15118408,0.02445901,0.01332139,0.00373171,1.00000000,0.14763735,0.06139229,0.03983770,0.04764301,0.07072410,0.00971888,0.00119554,0.01242630
0.05056288,0.01231395,0.04515725,0.05073807,0.00785414,0.00150404,0.00087516,0.00173784,0.00094225,0.00741681,0.12097887,0.01849933,0.00321785,0.00841767,0.14763735,1.00000000,0.10687511,0.02723085,0.03600707,0.07279850,0.00281153,0.00063147,0.01401559
0.04930364,0.02163714,0.05127879,0.05968555,0.04968140,0.00309819,0.00380409,0.00673003,0.00267772,0.04329173,0.12276478,0.04516245,0.02598470,0.02366541,0.06139229,0.10687511,1.00000000,0.02118150,0.04022576,0.03607942,0.01793203,0.00384084,0.01806674
0.03931550,0.06277383,0.06598566,0.10895266,0.04351353,0.00714626,0.00616406,0.00187113,0.00027409,0.00544375,0.05300310,0.02999949,0.00613442,0.00588885,0.03983770,0.02723085,0.02118150,1.00000000,0.04449649,0.08179404,0.01246257,0.00942598,0.00244662
0.01231867,0.04440789,0.01518369,0.05684982,0.05688397,0.00301287,0.00326886,0.01609226,0.05900371,0.06092475,0.05346251,0.02949981,0.01541387,0.01713234,0.04764301,0.03600707,0.04022576,0.04449649,1.00000000,0.02044035,0.00621504,0.00167108,0.00936946
0.06332113,0.01595337,0.03571182,0.09187628,0.03283025,0.00243439,0.00091013,0.00360902,0.00348663,0.04385705,0.05932122,0.02345557,0.00555766,0.00883604,0.07072410,0.07279850,0.03607942,0.08179404,0.02044035,1.00000000,0.08874079,0.03040541,0.01368168
0.00322113,0.01221123,0.00287718,0.09903359,0.02424242,0.00303845,0.00302431,0.00550964,0.00268168,0.03549044,0.04240894,0.01212553,0.02436422,0.01702313,0.00971888,0.00281153,0.01793203,0.01246257,0.00621504,0.08874079,1.00000000,0.05215742,0.00043702
0.00756274,0.00300940,0.00114794,0.00974615,0.00340416,0.00134078,0.00088594,0.00172786,0.00000000,0.03267097,0.00524788,0.00784768,0.01563372,0.00310430,0.00119554,0.00063147,0.00384084,0.00942598,0.00167108,0.03040541,0.05215742,1.00000000,0.00039440
0.03603722,0.00697995,0.02879478,0.00675197,0.00371726,0.00462250,0.00076453,0.00112212,0.00000000,0.00426009,0.02310249,0.00135276,0.00101510,0.00963298,0.01242630,0.01401559,0.01806674,0.00244662,0.00936946,0.01368168,0.00043702,0.00039440,1.00000000
