1011,90,736,214,140,36,164,20,6,0,0
90,5242,912,2116,1162,122,104,248,4,22,0
736,912,23684,2982,1868,1852,426,376,36,2,16
214,2116,2982,15568,2108,656,428,948,18,10,0
140,1162,1868,2108,9862,358,992,482,32,22,0
36,122,1852,656,358,7292,156,88,6,2,4
164,104,426,428,992,156,3972,98,0,0,0
20,248,376,948,482,88,98,2396,104,2,0
6,4,36,18,32,6,0,104,127,0,0
0,22,2,10,22,2,0,2,0,28,0
0,0,16,0,0,4,0,0,0,0,72
