1.00000000,0.01439309,0.02980360,0.01290790,0.01287593,0.00433578,0.03291190,0.00587027,0.00527241,0.00000000,0.00000000
0.01439309,1.00000000,0.03152873,0.10168188,0.07693326,0.00973352,0.01128717,0.03246923,0.00074502,0.00417457,0.00000000
0.02980360,0.03152873,1.00000000,0.07597065,0.05568473,0.05978822,0.01540353,0.01441718,0.00151191,0.00008435,0.00067351
0.01290790,0.10168188,0.07597065,1.00000000,0.08289422,0.02869641,0.02190379,0.05277221,0.00114686,0.00064119,0.00000000
0.01287593,0.07693326,0.05568473,0.08289422,1.00000000,0.02086977,0.07170739,0.03932126,0.00320352,0.00222447,0.00000000
0.00433578,0.00973352,0.05978822,0.02869641,0.02086977,1.00000000,0.01384943,0.00908340,0.00080873,0.00027322,0.00054318
0.03291190,0.01128717,0.01540353,0.02190379,0.07170739,0.01384943,1.00000000,0.01538945,0.00000000,0.00000000,0.00000000
0.00587027,0.03246923,0.01441718,0.05277221,0.03932126,0.00908340,0.01538945,1.00000000,0.04122077,0.00082508,0.00000000
0.00527241,0.00074502,0.00151191,0.00114686,0.00320352,0.00080873,0.00000000,0.04122077,1.00000000,0.00000000,0.00000000
0.00000000,0.00417457,0.00008435,0.00064119,0.00222447,0.00027322,0.00000000,0.00082508,0.00000000,1.00000000,0.00000000
0.00000000,0.00000000,0.00067351,0.00000000,0.00000000,0.00054318,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
