401,2176,32242,26797,1589,29829,5350,11145,10037,24439,23249,27092,38238,2264,1572,13127,861,7274,12599,7626
2176,1775,33616,28171,2963,31203,6724,12519,11411,25813,24623,28466,39612,3638,2946,14501,2235,8648,13973,9000
32242,33616,31841,58237,33029,61269,36790,42585,41477,55879,54689,58532,69678,33704,33012,44567,32301,38714,44039,39066
26797,28171,58237,26396,27584,55824,31345,37140,36032,50434,49244,53087,64233,28259,27567,39122,26856,33269,38594,33621
1589,2963,33029,27584,1188,30616,6137,11932,10824,25226,24036,27879,39025,3051,2359,13914,1648,8061,13386,8413
29829,31203,61269,55824,30616,29428,34377,40172,39064,53466,52276,56119,67265,31291,30599,42154,29888,36301,41626,36653
5350,6724,36790,31345,6137,34377,4949,15693,14585,28987,27797,31640,42786,6812,6120,17675,5409,11822,17147,12174
11145,12519,42585,37140,11932,40172,15693,10744,20380,34782,33592,37435,48581,12607,11915,23470,11204,17617,22942,17969
10037,11411,41477,36032,10824,39064,14585,20380,9636,33674,32484,36327,47473,11499,10807,22362,10096,16509,21834,16861
24439,25813,55879,50434,25226,53466,28987,34782,33674,24038,46886,50729,61875,25901,25209,36764,24498,30911,36236,31263
23249,24623,54689,49244,24036,52276,27797,33592,32484,46886,22848,49539,60685,24711,24019,35574,23308,29721,35046,30073
27092,28466,58532,53087,27879,56119,31640,37435,36327,50729,49539,26691,64528,28554,27862,39417,27151,33564,38889,33916
38238,39612,69678,64233,39025,67265,42786,48581,47473,61875,60685,64528,37837,39700,39008,50563,38297,44710,50035,45062
2264,3638,33704,28259,3051,31291,6812,12607,11499,25901,24711,28554,39700,1863,3034,14589,2323,8736,14061,9088
1572,2946,33012,27567,2359,30599,6120,11915,10807,25209,24019,27862,39008,3034,1171,13897,1631,8044,13369,8396
13127,14501,44567,39122,13914,42154,17675,23470,22362,36764,35574,39417,50563,14589,13897,12726,13186,19599,24924,19951
861,2235,32301,26856,1648,29888,5409,11204,10096,24498,23308,27151,38297,2323,1631,13186,460,7333,12658,7685
7274,8648,38714,33269,8061,36301,11822,17617,16509,30911,29721,33564,44710,8736,8044,19599,7333,6873,19071,14098
12599,13973,44039,38594,13386,41626,17147,22942,21834,36236,35046,38889,50035,14061,13369,24924,12658,19071,12198,19423
7626,9000,39066,33621,8413,36653,12174,17969,16861,31263,30073,33916,45062,9088,8396,19951,7685,14098,19423,7225
