401,20,26,316,16,6,18,38,2,2,20,4,10,0,0,22,18,4,16,8
20,1775,98,978,78,356,148,270,154,68,234,68,158,2,70,106,8,126,76,36
26,98,31841,2708,26,1620,346,362,196,1154,1296,866,1042,120,72,978,52,518,1140,722
316,978,2708,26396,572,2526,1342,1630,544,1502,2132,890,2706,38,270,1298,160,1608,1764,200
16,78,26,572,1188,182,138,496,38,54,70,34,254,4,20,138,10,60,94,42
6,356,1620,2526,182,29428,2546,2366,814,2454,2122,1732,11324,58,214,836,24,1470,7542,344
18,148,346,1342,138,2546,4949,1776,300,902,910,132,324,52,64,132,10,186,568,36
38,270,362,1630,496,2366,1776,10744,860,1592,1522,624,1530,60,128,192,76,246,1230,216
2,154,196,544,38,814,300,860,9636,666,2460,1088,1336,14,122,1786,2,106,240,126
2,68,1154,1502,54,2454,902,1592,666,24038,908,522,1156,40,52,230,42,228,1264,194
20,234,1296,2132,70,2122,910,1522,2460,908,22848,3156,2120,802,274,858,44,408,1832,296
4,68,866,890,34,1732,132,624,1088,522,3156,26691,6808,302,90,616,8,638,2046,2314
10,158,1042,2706,254,11324,324,1530,1336,1156,2120,6808,37837,48,120,2090,26,960,3732,4848
0,2,120,38,4,58,52,60,14,40,802,302,48,1863,16,6,0,32,80,32
0,70,72,270,20,214,64,128,122,52,274,90,120,16,1171,56,8,38,88,22
22,106,978,1298,138,836,132,192,1786,230,858,616,2090,6,56,12726,8,878,478,424
18,8,52,160,10,24,10,76,2,42,44,8,26,0,8,8,460,14,14,10
4,126,518,1608,60,1470,186,246,106,228,408,638,960,32,38,878,14,6873,818,76
16,76,1140,1764,94,7542,568,1230,240,1264,1832,2046,3732,80,88,478,14,818,12198,430
8,36,722,200,42,344,36,216,126,194,296,2314,4848,32,22,424,10,76,430,7225
