4225,5374,4554,4823,11597,6273,4453,4882,4395,4933,4318,12273,8530,4437
5374,1149,1478,1747,8521,3197,1377,1806,1319,1857,1242,9197,5454,1361
4554,1478,329,927,7701,2377,557,986,499,1037,422,8377,4634,541
4823,1747,927,598,7970,2646,826,1255,768,1306,691,8646,4903,810
11597,8521,7701,7970,7372,9420,7600,8029,7542,8080,7465,15420,11677,7584
6273,3197,2377,2646,9420,2048,2276,2705,2218,2756,2141,10096,6353,2260
4453,1377,557,826,7600,2276,228,885,398,936,321,8276,4533,440
4882,1806,986,1255,8029,2705,885,657,827,1365,750,8705,4962,869
4395,1319,499,768,7542,2218,398,827,170,878,263,8218,4475,382
4933,1857,1037,1306,8080,2756,936,1365,878,708,801,8756,5013,920
4318,1242,422,691,7465,2141,321,750,263,801,93,8141,4398,305
12273,9197,8377,8646,15420,10096,8276,8705,8218,8756,8141,8048,12353,8260
8530,5454,4634,4903,11677,6353,4533,4962,4475,5013,4398,12353,4305,4517
4437,1361,541,810,7584,2260,440,869,382,920,305,8260,4517,212
