0.22069,0.042993
0.047888,0.042994
0.513,0.045863
0.32896,-0.17644
-0.16333,-0.066531
-0.48545,-0.0099288
-0.10591,0.010317
-0.0042568,-0.013703
-0.37981,0.083277
0.057271,-0.1085
-0.1132,0.039342
0.18981,-0.059815
-0.19519,0.026721
-0.06851,0.019992
-0.093103,-0.066939
0.0018102,-0.036661
-0.25593,0.0064877
0.10507,0.085132
0.47983,0.073235
0.013845,0.020442
0.050183,0.070087
-0.16892,-0.00050992
0.03524,0.0064397
-0.041137,0.070189
-0.015808,0.025733
0.0041679,-0.034475
0.011788,-0.0008196
-0.022835,-0.021496
-0.00052392,-0.0040082
0.009579,-0.01005
0.002596,-0.026076
0.00065535,0.006767
-0.004847,0.011994
-0.00054116,-0.012923
-0.0057849,-0.013635
-0.0019424,-0.01176
0.019695,0.015739
-0.0029168,0.0010882
-0.0042023,-0.0061641
0.020627,-0.009307
-0.0017106,-0.012698
0.00079874,0.045706
-0.012142,-0.17985
0.018228,-0.32698
-0.0012141,0.36216
-0.0034845,0.023179
-0.01267,0.2003
-0.028389,-0.20651
-0.01521,-0.25498
0.023048,0.11091
-0.011135,-0.24658
-0.071267,-0.30442
0.02275,0.12153
-8.6203e-06,0.36458
0.017906,-0.20238
-0.023087,0.60792
0.020622,0.089821
-0.04444,-0.11092
0.060805,0.078879
0.0010805,-0.080555
0.031084,-0.098579
-0.00075201,0.096183
0.050637,-0.091823
