1.00000000,0.15708569,0.03572219,0.06666999,0.02074107,0.01420314,0.00761925,0.00990508,0.06284401,0.06809795,0.04132774,0.02184749,0.13572693,0.03389637,0.05765459,0.00847252,0.03648129,0.00584938,0.08083083,0.00361574
0.15708569,1.00000000,0.03589197,0.06981713,0.00538396,0.01444384,0.00773436,0.00682594,0.03991292,0.04401301,0.02109909,0.03406480,0.05088706,0.06951436,0.02740628,0.05267133,0.03075910,0.00524163,0.02826233,0.00193498
0.03572219,0.03589197,1.00000000,0.02975724,0.01001753,0.00194891,0.00751960,0.01152615,0.01309255,0.00522843,0.00779076,0.00355358,0.01330377,0.01798983,0.03319744,0.00899415,0.03195442,0.00651466,0.02838036,0.00345423
0.06666999,0.06981713,0.02975724,1.00000000,0.07527919,0.01733135,0.07682102,0.02284694,0.08959688,0.00907029,0.03173537,0.00734300,0.02919353,0.09794940,0.06846771,0.00940035,0.02398246,0.02651515,0.06450083,0.00090539
0.02074107,0.00538396,0.01001753,0.07527919,1.00000000,0.07268050,0.01823664,0.08222841,0.01140684,0.00227217,0.01859312,0.03189169,0.01210245,0.04447789,0.06728798,0.02280814,0.01342608,0.00385414,0.01132329,0.00242204
0.01420314,0.01444384,0.00194891,0.01733135,0.07268050,1.00000000,0.13163163,0.01940610,0.01638421,0.00310094,0.03959656,0.09930880,0.02243481,0.03521971,0.09108868,0.05766348,0.00544145,0.00015236,0.01880728,0.00893201
0.00761925,0.00773436,0.00751960,0.07682102,0.01823664,0.13163163,1.00000000,0.01048747,0.04435846,0.00556940,0.01599418,0.03748803,0.01120051,0.00602228,0.11078436,0.04086617,0.05435815,0.00892304,0.05756131,0.00126119
0.00990508,0.00682594,0.01152615,0.02284694,0.08222841,0.01940610,0.01048747,1.00000000,0.05239111,0.01064066,0.00470219,0.00820492,0.00824856,0.04318707,0.02037557,0.00287206,0.00750303,0.00174165,0.03089888,0.00423601
0.06284401,0.03991292,0.01309255,0.08959688,0.01140684,0.01638421,0.04435846,0.05239111,1.00000000,0.13533379,0.03012790,0.02597219,0.02213973,0.01729646,0.03895406,0.01453316,0.01102886,0.00472441,0.02195662,0.00187166
0.06809795,0.04401301,0.00522843,0.00907029,0.00227217,0.00310094,0.00556940,0.01064066,0.13533379,1.00000000,0.04543586,0.02413431,0.11922295,0.01898734,0.01432092,0.00472384,0.01869309,0.00088326,0.01012610,0.00420863
0.04132774,0.02109909,0.00779076,0.03173537,0.01859312,0.03959656,0.01599418,0.00470219,0.03012790,0.04543586,1.00000000,0.07271028,0.12085736,0.08968610,0.02544394,0.01721253,0.10256935,0.00096362,0.00715564,0.00498629
0.02184749,0.03406480,0.00355358,0.00734300,0.03189169,0.09930880,0.03748803,0.00820492,0.02597219,0.02413431,0.07271028,1.00000000,0.12001838,0.03266564,0.05711998,0.03222037,0.00747217,0.00154540,0.03671329,0.02439344
0.13572693,0.05088706,0.01330377,0.02919353,0.01210245,0.02243481,0.01120051,0.00824856,0.02213973,0.11922295,0.12085736,0.12001838,1.00000000,0.11340577,0.04428107,0.00263627,0.01398601,0.00230362,0.02346848,0.00234137
0.03389637,0.06951436,0.01798983,0.09794940,0.04447789,0.03521971,0.00602228,0.04318707,0.01729646,0.01898734,0.08968610,0.03266564,0.11340577,1.00000000,0.01806574,0.00281796,0.01892273,0.00590888,0.01088462,0.00604038
0.05765459,0.02740628,0.03319744,0.06846771,0.06728798,0.09108868,0.11078436,0.02037557,0.03895406,0.01432092,0.02544394,0.05711998,0.04428107,0.01806574,1.00000000,0.10841400,0.02951550,0.00338983,0.07232849,0.00227992
0.00847252,0.05267133,0.00899415,0.00940035,0.02280814,0.05766348,0.04086617,0.00287206,0.01453316,0.00472384,0.01721253,0.03222037,0.00263627,0.00281796,0.10841400,1.00000000,0.01267083,0.00589210,0.00922469,0.00642601
0.03648129,0.03075910,0.03195442,0.02398246,0.01342608,0.00544145,0.05435815,0.00750303,0.01102886,0.01869309,0.10256935,0.00747217,0.01398601,0.01892273,0.02951550,0.01267083,1.00000000,0.00351185,0.10238843,0.00209143
0.00584938,0.00524163,0.00651466,0.02651515,0.00385414,0.00015236,0.00892304,0.00174165,0.00472441,0.00088326,0.00096362,0.00154540,0.00230362,0.00590888,0.00338983,0.00589210,0.00351185,1.00000000,0.00368023,0.00000000
0.08083083,0.02826233,0.02838036,0.06450083,0.01132329,0.01880728,0.05756131,0.03089888,0.02195662,0.01012610,0.00715564,0.03671329,0.02346848,0.01088462,0.07232849,0.00922469,0.10238843,0.00368023,1.00000000,0.00252578
0.00361574,0.00193498,0.00345423,0.00090539,0.00242204,0.00893201,0.00126119,0.00423601,0.00187166,0.00420863,0.00498629,0.02439344,0.00234137,0.00604038,0.00227992,0.00642601,0.00209143,0.00000000,0.00252578,1.00000000
