11701,4200,484,1338,370,344,146,144,1176,1218,630,412,2684,594,1558,140,654,72,1292,44
4200,15036,606,1634,114,398,174,122,880,934,392,756,1176,1450,832,1046,654,82,546,30
484,606,1848,304,80,28,70,54,116,42,42,32,132,138,570,60,258,16,174,8
1338,1634,304,8368,1092,362,1216,256,1378,132,378,114,480,1390,1622,124,350,238,816,8
370,114,80,1092,6138,1356,248,738,150,28,180,424,172,532,1444,250,166,26,118,16
344,398,28,362,1356,12519,2630,298,320,58,636,1954,462,646,2536,1000,102,2,316,116
146,174,70,1216,248,2630,7461,108,642,76,176,548,174,80,2524,502,744,72,676,10
144,122,54,256,738,298,108,2837,516,96,30,82,90,374,370,22,68,6,220,14
1176,880,116,1378,150,320,642,516,7012,1786,318,368,334,222,870,172,146,36,248,14
1218,934,42,132,28,58,76,96,1786,6185,442,322,1700,228,308,52,232,6,106,28
630,392,42,378,180,636,176,30,318,442,3543,778,1404,840,480,144,1002,4,56,20
412,756,32,114,424,1954,548,82,368,322,778,7157,1828,424,1284,386,100,12,420,186
2684,1176,132,480,172,462,174,90,334,1700,1404,1828,8074,1576,1036,34,200,20,290,20
594,1450,138,1390,532,646,80,374,222,228,840,424,1576,5823,382,30,228,38,110,38
1558,832,570,1622,1444,2536,2524,370,870,308,480,1284,1036,382,15322,2184,636,54,1418,36
140,1046,60,124,250,1000,502,22,172,52,144,386,34,30,2184,4823,140,32,84,34
654,654,258,350,166,102,744,68,146,232,1002,100,200,228,636,140,6226,24,1076,14
72,82,16,238,26,2,72,6,36,6,4,12,20,38,54,32,24,608,18,0
1292,546,174,816,118,316,676,220,248,106,56,420,290,110,1418,84,1076,18,4283,12
44,30,8,8,16,116,10,14,14,28,20,186,20,38,36,34,14,0,12,468
