11701,26737,13549,20069,17839,24220,19162,14538,18713,17886,15244,18858,19775,17524,27023,16524,17927,12309,15984,12169
26737,15036,16884,23404,21174,27555,22497,17873,22048,21221,18579,22193,23110,20859,30358,19859,21262,15644,19319,15504
13549,16884,1848,10216,7986,14367,9309,4685,8860,8033,5391,9005,9922,7671,17170,6671,8074,2456,6131,2316
20069,23404,10216,8368,14506,20887,15829,11205,15380,14553,11911,15525,16442,14191,23690,13191,14594,8976,12651,8836
17839,21174,7986,14506,6138,18657,13599,8975,13150,12323,9681,13295,14212,11961,21460,10961,12364,6746,10421,6606
24220,27555,14367,20887,18657,12519,19980,15356,19531,18704,16062,19676,20593,18342,27841,17342,18745,13127,16802,12987
19162,22497,9309,15829,13599,19980,7461,10298,14473,13646,11004,14618,15535,13284,22783,12284,13687,8069,11744,7929
14538,17873,4685,11205,8975,15356,10298,2837,9849,9022,6380,9994,10911,8660,18159,7660,9063,3445,7120,3305
18713,22048,8860,15380,13150,19531,14473,9849,7012,13197,10555,14169,15086,12835,22334,11835,13238,7620,11295,7480
17886,21221,8033,14553,12323,18704,13646,9022,13197,6185,9728,13342,14259,12008,21507,11008,12411,6793,10468,6653
15244,18579,5391,11911,9681,16062,11004,6380,10555,9728,3543,10700,11617,9366,18865,8366,9769,4151,7826,4011
18858,22193,9005,15525,13295,19676,14618,9994,14169,13342,10700,7157,15231,12980,22479,11980,13383,7765,11440,7625
19775,23110,9922,16442,14212,20593,15535,10911,15086,14259,11617,15231,8074,13897,23396,12897,14300,8682,12357,8542
17524,20859,7671,14191,11961,18342,13284,8660,12835,12008,9366,12980,13897,5823,21145,10646,12049,6431,10106,6291
27023,30358,17170,23690,21460,27841,22783,18159,22334,21507,18865,22479,23396,21145,15322,20145,21548,15930,19605,15790
16524,19859,6671,13191,10961,17342,12284,7660,11835,11008,8366,11980,12897,10646,20145,4823,11049,5431,9106,5291
17927,21262,8074,14594,12364,18745,13687,9063,13238,12411,9769,13383,14300,12049,21548,11049,6226,6834,10509,6694
12309,15644,2456,8976,6746,13127,8069,3445,7620,6793,4151,7765,8682,6431,15930,5431,6834,608,4891,1076
15984,19319,6131,12651,10421,16802,11744,7120,11295,10468,7826,11440,12357,10106,19605,9106,10509,4891,4283,4751
12169,15504,2316,8836,6606,12987,7929,3305,7480,6653,4011,7625,8542,6291,15790,5291,6694,1076,4751,468
