12139,19195,29142,25668,24185,19515,14159,30534,12395
19195,7056,24059,20585,19102,14432,9076,25451,7312
29142,24059,17003,30532,29049,24379,19023,35398,17259
25668,20585,30532,13529,25575,20905,15549,31924,13785
24185,19102,29049,25575,12046,19422,14066,30441,12302
19515,14432,24379,20905,19422,7376,9396,25771,7632
14159,9076,19023,15549,14066,9396,2020,20415,2276
30534,25451,35398,31924,30441,25771,20415,18395,18651
12395,7312,17259,13785,12302,7632,2276,18651,256
