1.00000000,0.14991214,0.13645511,0.08561020,0.12904707,0.12376385,0.06399045,0.07481839,0.06589469,0.07404196,0.03542047,0.33160303,0.02265795,0.03797967,0.02537313,0.08240991,0.11274090
0.14991214,1.00000000,0.09037037,0.08226286,0.12260517,0.05391247,0.15345284,0.16553608,0.06191018,0.12440336,0.01883856,0.08334365,0.00588293,0.03749254,0.01312373,0.07232667,0.16415795
0.13645511,0.09037037,1.00000000,0.12566610,0.09721011,0.04089842,0.06274124,0.03794330,0.02029488,0.06587630,0.05989998,0.07951959,0.01532115,0.04021199,0.01573707,0.10044391,0.14089019
0.08561020,0.08226286,0.12566610,1.00000000,0.03332666,0.04232991,0.03600519,0.06322395,0.04664027,0.04058072,0.02546673,0.04321493,0.00560311,0.01093974,0.01359223,0.02881993,0.03590434
0.12904707,0.12260517,0.09721011,0.03332666,1.00000000,0.10843629,0.14274057,0.10756512,0.10992633,0.17227478,0.03429603,0.08829347,0.00885203,0.05559162,0.09249854,0.14337105,0.16099194
0.12376385,0.05391247,0.04089842,0.04232991,0.10843629,1.00000000,0.08367678,0.12680871,0.10676157,0.11848382,0.05362531,0.08191763,0.01668579,0.02635432,0.03105746,0.08072334,0.11505858
0.06399045,0.15345284,0.06274124,0.03600519,0.14274057,0.08367678,1.00000000,0.13270239,0.01528229,0.21653808,0.02182480,0.06554415,0.02079371,0.04516853,0.01678845,0.17407922,0.11263636
0.07481839,0.16553608,0.03794330,0.06322395,0.10756512,0.12680871,0.13270239,1.00000000,0.08313856,0.32660757,0.02736580,0.11846290,0.00385546,0.04900106,0.00411145,0.06325072,0.17306102
0.06589469,0.06191018,0.02029488,0.04664027,0.10992633,0.10676157,0.01528229,0.08313856,1.00000000,0.04667530,0.07280253,0.04426162,0.00660864,0.00723665,0.00742818,0.05099551,0.06307782
0.07404196,0.12440336,0.06587630,0.04058072,0.17227478,0.11848382,0.21653808,0.32660757,0.04667530,1.00000000,0.01210680,0.08430463,0.00336214,0.08112942,0.00892608,0.06632755,0.28768019
0.03542047,0.01883856,0.05989998,0.02546673,0.03429603,0.05362531,0.02182480,0.02736580,0.07280253,0.01210680,1.00000000,0.02865330,0.00201613,0.01439465,0.01500841,0.03919799,0.07418242
0.33160303,0.08334365,0.07951959,0.04321493,0.08829347,0.08191763,0.06554415,0.11846290,0.04426162,0.08430463,0.02865330,1.00000000,0.01510859,0.05768936,0.02165140,0.07063811,0.13459246
0.02265795,0.00588293,0.01532115,0.00560311,0.00885203,0.01668579,0.02079371,0.00385546,0.00660864,0.00336214,0.00201613,0.01510859,1.00000000,0.00313684,0.01455918,0.00464532,0.00923754
0.03797967,0.03749254,0.04021199,0.01093974,0.05559162,0.02635432,0.04516853,0.04900106,0.00723665,0.08112942,0.01439465,0.05768936,0.00313684,1.00000000,0.01920341,0.02769037,0.14176682
0.02537313,0.01312373,0.01573707,0.01359223,0.09249854,0.03105746,0.01678845,0.00411145,0.00742818,0.00892608,0.01500841,0.02165140,0.01455918,0.01920341,1.00000000,0.01579420,0.01719480
0.08240991,0.07232667,0.10044391,0.02881993,0.14337105,0.08072334,0.17407922,0.06325072,0.05099551,0.06632755,0.03919799,0.07063811,0.00464532,0.02769037,0.01579420,1.00000000,0.16298000
0.11274090,0.16415795,0.14089019,0.03590434,0.16099194,0.11505858,0.11263636,0.17306102,0.06307782,0.28768019,0.07418242,0.13459246,0.00923754,0.14176682,0.01719480,0.16298000,1.00000000
