1.00000000,0.12916756,0.21580815,0.13288469,0.09391154,0.01205549,0.09262821,0.02275556,0.06722386,0.06485139,0.05629932,0.00376488
0.12916756,1.00000000,0.07439253,0.02511545,0.12986773,0.00231437,0.04701039,0.00559737,0.02093245,0.16570477,0.01053445,0.01417139
0.21580815,0.07439253,1.00000000,0.21426759,0.08841172,0.01835939,0.04019100,0.02393876,0.10587205,0.02215460,0.02919352,0.00442685
0.13288469,0.02511545,0.21426759,1.00000000,0.06713605,0.03445234,0.05859791,0.04507323,0.06357937,0.01122288,0.01129099,0.00499898
0.09391154,0.12986773,0.08841172,0.06713605,1.00000000,0.01447901,0.02315628,0.01254229,0.02359506,0.04177898,0.05213337,0.00000000
0.01205549,0.00231437,0.01835939,0.03445234,0.01447901,1.00000000,0.01821462,0.00831225,0.01227831,0.00629574,0.00105666,0.00000000
0.09262821,0.04701039,0.04019100,0.05859791,0.02315628,0.01821462,1.00000000,0.01826409,0.04465449,0.02545530,0.00718715,0.00144241
0.02275556,0.00559737,0.02393876,0.04507323,0.01254229,0.00831225,0.01826409,1.00000000,0.01300922,0.00136126,0.00074193,0.00277701
0.06722386,0.02093245,0.10587205,0.06357937,0.02359506,0.01227831,0.04465449,0.01300922,1.00000000,0.00897966,0.00552849,0.01341239
0.06485139,0.16570477,0.02215460,0.01122288,0.04177898,0.00629574,0.02545530,0.00136126,0.00897966,1.00000000,0.02437746,0.00111379
0.05629932,0.01053445,0.02919352,0.01129099,0.05213337,0.00105666,0.00718715,0.00074193,0.00552849,0.02437746,1.00000000,0.00000000
0.00376488,0.01417139,0.00442685,0.00499898,0.00000000,0.00000000,0.00144241,0.00277701,0.01341239,0.00111379,0.00000000,1.00000000
