0.014961,0.015166
0.06483,0.018405
0.20945,0.21504
0.16288,0.17327
0.32078,0.1751
0.46758,0.225
0.20757,-0.017207
0.31796,0.042768
0.35827,0.025069
0.25308,-0.13564
0.084835,0.065701
0.37785,-0.084322
0.21812,-0.22822
0.39765,-0.045838
0.44751,-0.26007
0.27475,-0.056531
0.13576,-0.18103
-0.014139,0.11501
0.017189,0.12058
0.0084253,-0.13145
-0.19873,-0.28451
0.13919,-0.26018
-0.086491,-0.15965
-0.16893,-0.016865
-0.2029,-0.10543
-0.057803,-0.081473
-0.035479,0.068685
0.06574,0.36615
-0.15078,0.12406
-0.17057,0.036886
0.084007,-0.29625
-0.25983,-0.033
-0.33207,-0.063254
0.053592,-0.065759
-0.086786,-0.040012
-0.24412,0.074707
0.23256,0.05489
0.16725,0.095301
0.019024,-0.23252
0.21868,0.12958
0.29658,-0.17825
0.21006,-0.19605
0.015752,-0.19222
-0.11247,0.15156
-0.21458,0.28217
-0.19002,0.080681
0.051219,0.24503
-0.1766,-0.18509
-0.37264,0.037262
-0.40878,-0.075887
-0.30713,-0.14937
-0.43353,-0.044673
-0.0044728,-0.15903
-0.16869,-0.11526
-0.05952,-0.34385
-0.41604,-0.24321
-0.45142,0.086828
-0.12907,0.30349
-0.11463,0.34097
-0.22852,0.17056
-0.16479,0.1718
-0.027184,0.20282
0.095634,0.44757
