CityID;xCoord;yCoord;Population
City25588;-0.147947;0.32137;1100
City58514;-0.17596;0.01565;1093
City43256;-0.17694;0.095141;1077
City87838;-0.098402;0.075688;1068
City17874;-0.255015;-0.1274;1062
City105549;0.035391;0.027411;1061
City34846;0.22274;-0.056685;1060
City59533;-0.058489;-0.014436;1060
City98488;-0.22351;-0.015362;1054
City103835;-0.35409;-0.036745;1053
City91898;0.109884;-0.23864;1036
City33497;-0.196655;0.17118;1034
City93037;-0.106169;-0.089459;1029
City29737;-0.25948;-0.057866;1024
City108809;-0.172765;-0.100978;1020
City38945;-0.047641;0.13607;1016
City76795;-0.23778;-0.29353;1015
City60355;0.00564;-0.175625;988
City86615;-0.185915;-0.061148;981
City89615;-0.392937;0.00995;974
City64753;-0.21571;0.032565;970
City21002;0.343483;-0.075058;965
City77579;-0.237643;-0.120077;965
City104531;-0.13971;0.256385;964
City18971;-0.148394;-0.022652;952
City71601;0.297985;-0.156271;943
City2552;-0.184748;0.056295;940
City80329;-0.128531;-0.061382;933
City17090;-0.007157;-0.26963;932
City105059;-0.02585;0.22772;932
City51097;-0.219227;0.244967;931
City27764;-0.226087;0.076698;925
City75122;0.371165;0.084235;914
City1864;-0.165825;0.124634;911
City5925;-0.137001;-0.150551;905
City93460;-0.059212;-0.14444;905
City90820;0.123858;0.119486;903
City99232;0.165065;0.134286;898
City15115;0.215117;-0.177153;897
City86439;0.042155;0.187564;892
City96410;-0.170695;-0.006645;891
City60902;0.23746;0.020069;889
City45087;-0.015828;0.021895;883
City53854;-0.187737;0.152959;882
City50069;-0.169703;0.154951;878
City104539;-0.28472;-0.015276;874
City7264;-0.165453;0.017348;872
City50381;-0.048594;0.029151;866
City49370;-0.006783;0.070694;858
City102507;-0.151245;0.116121;858
City55267;-0.123537;0.252847;857
City88294;0.169892;0.222538;855
City53363;0.262765;0.012781;853
City83480;-0.144308;0.247788;845
City31756;0.297765;0.059285;843
City67157;-0.21664;-0.045384;842
City106679;0.073808;-0.195815;840
City16446;0.031009;-0.098605;836
City51397;-0.14995;-0.02632;836
City93235;-0.171575;0.255765;834
City110372;-0.403085;-0.003705;831
City76200;-0.058471;-0.003735;819
City66324;0.019727;0.024626;813
City19829;-0.095152;-0.20798;812
City80525;-0.217677;0.107071;812
City77366;-0.057054;0.159328;811
City102608;-0.13121;0.06262;811
City90772;0.309117;-0.065795;810
City119;-0.143162;0.044543;808
City32722;-0.120882;0.242495;802
City13735;0.025205;0.162415;801
City48876;0.192673;0.046285;797
City88996;-0.326985;0.048117;796
City34266;-0.198207;0.147844;794
City99434;-0.114167;-0.032296;794
City35257;-0.08753;0.047924;790
City26623;0.288143;-0.08207;786
City32532;-0.11319;0.214697;785
City64003;-0.152883;0.215697;784
City83320;0.080439;0.024054;784
City60509;0.24183;0.174185;778
City64234;-0.113951;-0.12985;778
City96483;-0.20577;0.150968;768
City5845;0.177777;0.109778;765
City47613;-0.071177;-0.003695;764
City2425;-0.185795;-0.110345;763
City87671;-0.094845;-0.059937;759
City28354;0.26774;-0.184183;752
City60526;0.2389;-0.190117;751
City52992;0.018498;-0.059322;747
City19347;-0.41241;-0.159549;746
City24579;-0.157685;0.023065;745
City41843;0.323207;-0.028501;744
City12776;0.016843;-0.205653;742
City110531;-0.109607;0.135464;741
City15012;0.13714;0.116723;740
City62911;-0.209428;-0.051633;733
City12618;-0.020307;0.019554;727
City97095;-0.35731;-0.083273;721
City48605;-0.396733;-0.038171;712
City56629;-0.200815;-0.19497;706
City89501;-0.108602;0.141751;698
City548;-0.26294;0.028492;697
City57372;0.214065;0.17231;697
City79506;0.02456;-0.112395;697
City28496;0.079107;-0.24635;690
City8508;0.112906;-0.194135;684
City80782;-0.125491;-0.061818;684
City19617;-0.09981;0.148668;681
City25990;0.24656;0.201727;680
City10191;-0.029194;0.190247;678
City107821;0.20017;0.09667;678
City32567;0.24116;-0.036869;675
City39727;0.001525;0.117795;675
City94909;-0.184747;0.056295;675
City43077;0.082703;-0.220363;672
City55944;-0.092787;0.19621;672
City37941;-0.21707;0.077694;671
City59332;0.069725;-0.182093;671
City78647;-0.279777;-0.085178;671
City15297;-0.052415;0.201518;669
City86928;-0.180295;0.058784;668
City92994;-0.186033;0.171387;668
City35573;-0.091938;-0.168975;667
City3385;0.25763;-0.024335;666
City7408;-0.30584;-0.090658;662
City93592;-0.117403;-0.092206;661
City6792;-0.183828;0.029991;659
City59121;-0.3298;0.049744;653
City108359;-0.181584;0.041663;653
City13173;-0.41944;-0.035208;650
City80397;-0.155609;0.04045;648
City91505;-0.111296;0.045164;646
City65235;-0.192167;0.049663;644
City94855;-0.20927;0.125621;644
City20479;-0.074915;0.093483;641
City18255;0.339027;0.037313;640
City50574;0.199905;0.075096;640
City108134;-0.045629;-0.099521;640
City80312;-0.23737;0.032703;638
City7263;-0.14735;0.165053;637
City8139;0.39418;0.20005;636
City32958;-0.41373;-0.069644;636
City16799;-0.01939;-0.156997;629
City50934;-0.267233;-0.033545;628
City68737;0.079134;0.22709;628
City81315;-0.030626;0.198295;628
City49872;0.06054;-0.088429;625
City54486;-0.191497;-0.108707;624
City90755;-0.42528;-0.055078;623
City95781;-0.330205;0.001589;623
City6689;-0.031753;0.260083;622
City7738;-0.191577;-0.075908;621
City61344;-0.11391;0.277833;621
City22601;0.162985;0.09425;619
City83468;-0.069827;0.17719;619
City94315;-0.189685;0.226985;619
City39392;-0.166626;-0.099441;613
City43341;0.171665;-0.099119;612
City23497;-0.31865;0.047337;609
City32005;-0.179375;0.207838;608
City23514;-0.414968;-0.068083;607
City28901;-0.151153;0.157893;607
City32056;-0.30838;0.055985;607
City46385;-0.189052;0.249517;603
City107663;-0.20151;-0.165123;603
City94206;0.242405;-0.126291;600
City63502;-0.051692;-0.046449;597
City19901;0.04741;0.278005;594
City28597;-0.050315;-0.02232;594
City66187;0.134965;0.19121;594
City110457;0.253655;-0.00082;594
City67348;-0.121197;0.000219;592
City99345;0.015036;0.016519;592
City45578;-0.148237;-0.127128;586
City44871;-0.307293;-0.036855;579
City47492;0.136136;0.031911;575
City63603;0.065644;-0.17003;573
City93054;-0.19968;-0.058902;572
City34011;0.205255;-0.118781;571
City46709;0.241703;-0.106032;571
City82151;0.177153;-0.218667;571
City470;-0.070615;-0.141163;570
City97926;-0.184623;0.147527;570
City36925;-0.103119;-0.04938;569
City106571;-0.173872;-0.089075;566
City108610;-0.12991;0.158307;564
City43861;-0.031138;-0.120252;563
City77364;0.38775;-0.06508;563
City97608;-0.004064;0.27701;563
City60010;-0.172663;-0.066127;562
City2259;-0.081582;0.136434;561
City59181;-0.185802;0.061172;560
City98653;0.161243;0.149495;558
City31157;-0.097402;-0.116012;557
City16847;-0.09397;-0.045132;556
City21189;0.2421;0.079255;556
City9616;-0.03282;0.171915;552
City6274;-0.098877;0.119853;550
City73254;0.26973;0.15234;547
City60933;0.091133;0.20893;545
City47417;-0.06344;0.23336;537
City10553;0.244367;0.002785;533
City10116;-0.024809;0.091848;530
City48180;0.117935;0.12508;530
City52375;-0.137998;0.184213;530
City94136;-0.135274;0.195383;530
City12006;0.023373;0.043;527
City86637;-0.118921;0.18214;526
City83130;-0.029439;0.042901;524
City104790;0.002269;-0.170093;524
City72992;-0.4112;-0.131661;523
City84012;-0.092355;0.075948;522
City98400;-0.23038;0.014661;521
City49415;0.129395;0.113912;519
City86369;-0.141148;-0.033017;518
City4474;-0.024689;-0.106462;516
City53955;0.055298;0.231368;515
City90404;0.109235;0.170166;514
City93447;0.338515;0.22002;513
City94825;-0.128678;-0.001563;513
City82409;-0.043282;-0.129682;511
City87285;-0.074654;-0.085594;511
City77524;-0.083998;0.288875;510
City109412;-0.157377;0.095002;510
City96234;-0.01499;-0.245133;509
City103391;-0.139231;-0.001772;509
City77310;-0.34051;0.046623;507
City34153;-0.168727;0.052837;506
City33822;-0.03918;-0.085731;505
City47503;0.17694;-0.204625;504
City83647;-0.381675;0.008975;503
City98894;-0.080252;-0.074158;501
City110078;-0.102205;0.02591;501
City52017;0.136865;0.137414;499
City104457;-0.099628;0.055774;495
City49306;-0.06925;0.141233;494
City45158;-0.248575;-0.034345;491
City107614;0.095634;0.44757;490
City2521;-0.19691;-0.030361;488
City62162;0.38445;-0.071494;488
City89105;-0.16755;0.046023;488
City23075;-0.318215;-0.075052;486
City45566;-0.165618;0.134067;486
City51329;-0.048755;0.083363;481
City3819;-0.113247;-0.098367;480
City72944;-0.209305;-0.036433;480
City30976;0.218948;-0.046815;478
City75227;-0.180253;-0.046387;478
City28382;0.034358;-0.011122;476
City3549;-0.348693;0.006262;475
City55162;-0.090536;-0.17206;474
City48627;0.088921;0.094218;473
City80691;-0.021026;-0.136847;473
City83784;-0.002857;-0.00822;472
City48068;0.224608;-0.166775;471
City110034;-0.12546;0.31286;471
City78983;-0.102384;0.145275;470
City12214;-0.078127;0.253155;469
City94266;-0.244076;-0.099521;469
City88078;-0.210487;0.248589;468
City86781;0.003359;-0.183527;465
City56968;-0.206525;0.028921;464
City107411;-0.097237;-0.11844;464
City31340;-0.168547;-0.047759;462
City110369;-0.018235;-0.205235;461
City16306;0.146798;0.18896;460
City48959;-0.233291;-0.07868;460
City72791;-0.189052;0.249518;460
City47355;-0.112548;-0.078907;459
City105526;0.095602;-0.21727;459
City88982;-0.24872;-0.102136;457
City60065;-0.194158;0.256048;456
City72483;0.17722;-0.025725;456
City84731;0.347115;-0.112044;453
City1009;-0.387863;0.016778;450
City10740;-0.17884;0.026214;448
City83847;0.209333;0.09435;447
City33994;-0.245335;-0.069757;446
City46823;-0.018716;0.226413;444
City48644;0.246435;-0.142376;442
City51222;-0.222518;-0.02336;442
City62402;-0.177493;0.07939;442
City108675;0.186107;0.13381;441
City84244;-0.12598;0.26979;439
City94533;0.186165;0.194155;439
City103192;0.093137;-0.06861;437
City93022;0.0688;-0.181005;435
City28453;-0.1407;0.067348;434
City30353;0.146381;-0.208207;432
City76343;-0.086701;-0.087948;431
City82667;0.183633;-0.071815;431
City84881;0.04019;0.259265;431
City99749;0.008775;0.031737;431
City56479;0.090777;0.237533;430
City55258;-0.175605;-0.112403;429
City108529;-0.138256;-0.039484;429
City39880;0.215603;0.158067;428
City61345;0.36806;-0.029626;428
City89650;-0.171487;-0.07294;428
City91087;-0.177405;0.126241;428
City97958;0.324607;-0.132288;428
City104048;-0.11824;0.3316;428
City20556;-0.189053;0.249518;427
City60184;-0.215687;0.1406;426
City79549;0.090777;0.237532;426
City60940;0.116858;0.073049;425
City102917;0.129319;0.056135;424
City103858;0.041458;-0.003646;424
City24654;-0.055885;-0.083343;423
City75975;0.024125;0.25712;423
City86565;-0.304657;-0.013579;423
City25908;-0.17836;-0.310303;422
City39400;-0.153293;-0.11883;422
City53036;-0.020784;0.22062;422
City9780;-0.223873;0.207763;421
City86281;-0.208657;0.108085;420
City376;-0.270665;-0.038999;418
City1518;-0.059347;0.30899;418
City14049;0.059079;-0.24174;418
City39211;-0.151751;0.024074;418
City102477;0.032413;0.172367;417
City81098;-0.138777;-0.095512;416
City101070;-0.173871;-0.089076;416
City45575;-0.186077;0.289277;415
City65116;0.252357;-0.043423;415
City28666;0.034237;-0.096849;414
City89379;0.059666;0.150195;413
City102859;-0.178795;0.237025;413
City62542;0.096391;-0.16297;412
City26770;0.077392;-0.206775;411
City71684;0.10955;-0.064688;411
City88951;-0.30262;-0.044131;411
City96847;0.21437;-0.033235;411
City8474;0.071097;0.166033;410
City30557;0.099525;0.18312;410
City28828;-0.181387;0.20859;407
City49356;-0.245957;-0.091371;407
City55646;-0.13135;0.28458;406
City18957;-0.172757;-0.019767;405
City102420;-0.213205;-0.060396;405
City37562;-0.157833;0.246294;404
City20040;-0.189593;0.29687;401
City2349;-0.140977;0.259593;400
City72863;-0.13832;0.127934;400
City84184;0.01909;0.199396;399
City100217;-0.29269;-0.130489;398
City4827;-0.079963;0.040168;395
City92396;0.11085;0.101557;395
City68911;-0.147227;0.258233;391
City69316;0.125792;-0.088815;391
City35112;-0.039978;0.118751;390
City108015;-0.129128;0.087376;390
City73779;0.143922;-0.205157;389
City15436;-0.048359;-0.02033;388
City60387;-0.17307;0.190592;388
City37413;-0.032806;-0.014122;387
City89847;-0.057132;-0.16329;387
City76327;0.20024;0.043989;386
City33039;0.006147;0.259645;384
City101918;-0.045758;-0.297645;384
City43850;-0.037381;0.25741;383
City39797;0.118509;-0.219437;381
City41510;0.048207;0.017325;381
City47666;-0.183845;0.033185;379
City23294;-0.08876;0.24587;378
City9906;-0.123912;-0.000396;377
City68456;-0.039033;-0.14555;377
City96028;-0.2505;-0.04006;377
City33031;0.246783;0.000919;376
City65957;0.14462;0.148415;376
City84061;-0.15204;0.24574;376
City5309;-0.183827;0.029991;375
City30984;-0.250309;-0.055507;375
City76786;-0.000976;0.012844;375
City106390;0.065563;0.216677;375
City109414;-0.189837;0.164227;375
City110407;0.102271;0.122295;375
City73215;-0.039884;-0.316018;374
City99992;-0.095849;0.002671;374
City29635;0.028343;0.240597;373
City40068;-0.268715;0.104531;373
City3727;-0.142613;0.065897;371
City1056;-0.155801;-0.1542;370
City45471;-0.171614;0.086549;370
City59132;-0.352355;-0.012996;370
City78620;-0.241947;-0.110973;370
City79987;-0.173161;-0.096325;370
City23413;-0.1732;0.141427;369
City43978;-0.161822;-0.097352;369
City44459;-0.091535;0.049073;369
City53155;-0.157573;0.296383;369
City20770;-0.174043;-0.129015;368
City44852;-0.082656;0.060787;367
City66961;-0.250893;0.066208;367
City16851;-0.127852;0.18669;366
City49890;-0.179677;-0.092346;365
City72906;-0.163973;0.065944;365
City93375;-0.074875;0.150288;363
City25320;-0.180848;0.02062;362
City65579;-0.08929;0.209734;361
City84873;-0.118636;-0.017795;361
City92765;-0.218065;0.254268;361
City102744;-0.260123;-0.098859;361
City30902;0.28367;0.188413;360
City70247;-0.059348;-0.079685;359
City75656;0.253187;-0.103037;359
City96802;-0.08246;0.119535;359
City19872;0.111266;-0.00102;358
City98994;0.101258;-0.257843;358
City79919;0.02739;0.123431;357
City29051;0.271363;-0.180254;356
City25828;0.371323;-0.047858;355
City92912;-0.090797;-0.025385;355
City5449;0.1362;0.000599;354
City37010;0.107998;-0.074329;354
City57860;-0.41203;0.062045;354
City774;0.31599;-0.067647;353
City80035;-0.285252;-0.093613;353
City102866;-0.208024;-0.050232;353
City50420;-0.3246;0.081695;352
City94040;-0.045527;-0.148088;352
City15545;0.186;0.210065;351
City104988;0.215513;0.17388;351
City12064;0.038195;0.00681;350
City45664;0.051067;0.129478;350
City84334;-0.260558;-0.090241;350
City12588;-0.29632;-0.21415;349
City92735;-0.042494;0.060674;349
City65002;-0.359117;0.003757;348
City4696;-0.012043;-0.038413;345
City62987;0.224435;0.099596;345
City83872;-0.064873;0.173936;345
City29172;0.290093;0.020679;344
City23008;0.18647;-0.01139;343
City88995;0.110421;0.014771;342
City54999;0.229963;-0.030315;339
City57146;-0.15171;0.16674;339
City98752;-0.081072;-0.047282;339
City16101;0.146158;0.227036;338
City42749;-0.23791;-0.132315;338
City85580;0.279378;-0.095463;337
City9196;0.252713;0.144753;336
City52113;0.300525;-0.063479;336
City67775;-0.24793;-0.004989;336
City81846;-0.21998;0.078563;336
City103261;0.263915;-0.096086;336
City47507;-0.16417;0.104307;335
City109380;-0.197748;-0.030986;335
City20244;0.352075;-0.077374;334
City62786;-0.3989;0.053784;334
City81103;-0.357955;-0.112628;334
City81303;-0.1556;-0.066475;334
City85306;0.076129;-0.138762;334
City72065;-0.209305;-0.036432;332
City106801;-0.031911;-0.119357;329
City7228;0.011192;-0.208023;328
City28698;0.252983;0.033993;328
City37265;-0.23415;-0.209868;328
City75504;-0.021129;-0.031544;327
City98211;0.000411;0.065088;327
City55648;0.148695;0.036648;326
City64613;0.005244;-0.071932;326
City20343;0.155453;0.070205;325
City83702;-0.224925;0.023841;325
City10060;-0.132458;-0.114103;324
City28125;-0.152325;0.210826;324
City101497;-0.268093;-0.072686;323
City51631;-0.031855;-0.182805;322
City81363;-0.056041;-0.176723;322
City616;0.034672;-0.12899;321
City51737;0.30355;0.084601;320
City85521;0.146203;0.024247;320
City10197;-0.076471;0.04803;319
City43113;-0.127711;-0.088257;319
City64194;0.23169;-0.1916;319
City74466;0.244647;0.02697;318
City77570;-0.013818;0.10863;318
City2087;-0.346936;0.044751;317
City33390;0.231623;-0.149544;317
City41477;-0.173736;0.229926;317
City46832;-0.060626;-0.18247;317
City93483;-0.183537;0.066083;317
City52558;-0.003292;0.081779;315
City42794;-0.2152;0.001943;314
City117;0.04849;0.1833;313
City4993;-0.051691;-0.046449;313
City52530;-0.014532;-0.002486;313
City98222;-0.198605;0.02765;312
City66830;0.099135;-0.25096;311
City67638;0.023481;-0.109553;311
City36167;-0.267485;-0.084342;308
City76005;0.369713;0.191733;308
City96352;0.11332;0.16781;308
City97918;-0.167743;0.082578;307
City18698;0.077471;-0.2262;305
City38455;-0.14126;0.258928;305
City48751;0.043967;0.199057;305
City17656;-0.30058;0.103911;304
City26709;0.04868;0.267013;304
City52098;0.016993;-0.108677;304
City65445;0.18741;0.039047;303
City82610;-0.144307;0.247788;303
City91692;0.136052;-0.18408;303
City31418;-0.134444;-0.094476;301
City71785;-0.146901;-0.159186;301
City49195;0.338115;0.033919;300
City86856;-0.006585;-0.182171;300
City97799;-0.180723;0.17149;300
City108080;0.014882;-0.12794;300
City13942;-0.32645;-0.00059;299
City106317;-0.128925;-0.147793;299
City11272;-0.336116;0.045946;298
City62614;-0.054951;-0.190157;298
City42563;0.114511;0.233034;297
City66941;0.108621;-0.000646;296
City67091;-0.10208;0.097846;296
City34789;0.080521;-0.193497;295
City41280;-0.0918;0.146641;295
City49259;-0.124446;0.011652;295
City4982;0.3828;-0.074701;294
City3361;0.042271;-0.166363;291
City88415;0.038536;-0.087656;291
City99039;-0.02225;-0.133178;291
City94184;0.052014;-0.17436;290
City101941;0.091877;0.158412;290
City51212;0.308165;0.041871;289
City60931;0.10705;0.20915;289
City26461;-0.272387;-0.134723;287
City48579;0.032655;0.110343;287
City56943;-0.207277;0.170973;287
City19492;-0.008256;-0.079074;286
City32553;0.036171;0.19297;286
City75007;-0.121306;0.076936;286
City40876;-0.15917;-0.122788;285
City46530;-0.08106;0.207382;285
City84007;-0.41868;-0.063401;285
City67687;-0.057116;0.07912;283
City29333;-0.156046;0.013839;282
City70492;0.018206;-0.222445;282
City92349;0.260303;-0.10927;282
City105187;-0.132;0.119622;282
City49561;-0.12971;0.121768;281
City65503;-0.071605;0.20925;281
City95533;-0.370425;-0.069571;281
City33960;-0.114184;-0.058757;280
City45173;-0.13121;-0.22464;280
City94682;0.037083;0.11735;280
City99578;-0.157793;0.252216;280
City101550;0.164337;0.14728;280
City55550;-0.114865;0.15058;279
City13109;0.145291;-0.194773;278
City46111;0.094676;-0.123394;278
City26865;-0.073053;0.19248;277
City13032;-0.10403;0.149632;276
City83240;0.029323;0.058467;276
City75174;-0.23335;-0.05804;275
City33030;-0.035517;-0.116116;274
City60211;-0.020687;0.158797;274
City29904;-0.086217;0.129749;273
City97076;-0.078788;-0.208805;273
City96901;0.081612;-0.20693;272
City98102;-0.338692;0.008724;272
City12085;-0.172357;0.17147;268
City22000;-0.23026;-0.032611;268
City72983;0.28292;0.003931;268
City7792;-0.118783;0.042024;267
City56955;0.33027;-0.134113;267
City13245;-0.163947;0.201843;265
City49268;-0.10678;0.092863;265
City95726;-0.348403;-0.07533;265
City100130;0.27495;-0.1827;265
City6961;-0.035727;-0.098132;264
City10949;0.179793;0.004585;264
City17669;-0.02382;0.084983;264
City31929;-0.333;0.184499;264
City55343;-0.061849;-0.167717;264
City103760;-0.291788;-0.077749;264
City20802;-0.339885;-0.056054;263
City101417;-0.078698;-0.0704;263
City106588;-0.029579;-0.004774;263
City36186;-0.14152;0.094223;262
City36289;0.163651;0.064467;262
City57125;-0.152872;-0.054102;262
City69431;0.204745;0.13505;262
City6772;-0.085137;0.035044;261
City15042;0.010101;-0.19459;261
City44183;-0.046641;-0.006394;261
City73256;-0.126525;0.084855;261
City82179;0.197166;-0.157191;261
City91647;-0.211925;0.203895;261
City11491;-0.267533;-0.045536;260
City66921;-0.055049;-0.070491;260
City45331;0.097655;0.165025;259
City27540;0.112948;0.03359;258
City49613;-0.033285;-0.118389;258
City74360;-0.190197;-0.01302;258
City68731;-0.223161;-0.087597;257
City73718;0.141588;-0.093991;257
City91006;-0.181073;-0.0965;257
City106668;-0.02977;-0.272345;257
City3202;0.23874;-0.155777;256
City20840;0.110657;-0.195373;256
City53148;-0.192613;0.076547;256
City57612;-0.191675;0.036467;255
City731;-0.138066;0.193169;254
City85234;0.3362;-0.051184;254
City107777;0.118216;0.201974;254
City14607;0.19104;0.026043;253
City95936;-0.049835;0.178068;253
City25077;-0.045482;-0.15934;252
City11535;-0.12913;0.094859;251
