CityID;xCoord;yCoord;Population
City51872;-0.045461;0.003194;3
City51918;-0.064764;0.272153;3
City51938;-0.290962;0.011254;3
City51939;-0.132319;0.037475;3
City51944;-0.087236;-0.089857;3
City51968;0.233937;-0.063239;3
City51977;-0.211553;-0.122961;3
City51983;-0.005373;-0.252433;3
City52005;0.08417;-0.033347;3
City52007;0.045237;-0.054962;3
City52010;-0.098746;-0.039261;3
City52044;-0.191041;0.027681;3
City52047;-0.135464;0.155507;3
City52131;-0.157472;0.23922;3
City52144;0.226114;-0.053951;3
City52151;-0.205963;-0.021057;3
City52167;0.296919;-0.061598;3
City52174;0.161853;-0.241703;3
City52178;0.274136;0.162718;3
City52189;-0.189879;0.006931;3
City52236;-0.203261;-0.049502;3
City52240;-0.30838;0.055984;3
City52273;0.296342;-0.012773;3
City52333;-0.159106;0.052812;3
City52354;-0.156434;0.099153;3
City52384;0.192561;-0.181992;3
City52423;0.130146;0.000728;3
City52427;-0.189049;-0.107715;3
City52464;0.35948;-0.160011;3
City52477;0.005316;0.110137;3
City52508;-0.184571;-0.102286;3
City52513;0.257478;-0.100257;3
City52522;-0.071409;0.056723;3
City52535;-0.04894;0.097525;3
City52551;0.058921;0.10687;3
City52554;0.185946;-0.20876;3
City52572;-0.207792;0.067162;3
City52575;0.25857;-0.105585;3
City52605;0.307215;0.12023;3
City52606;0.2243;-0.150106;3
City52607;-0.011271;-0.191064;3
City52687;0.263382;-0.058804;3
City52688;0.049854;0.214165;3
City52689;-0.004314;-0.051993;3
City52715;-0.136125;-0.025541;3
City52727;-0.030419;-0.148381;3
City52737;-0.146664;0.047289;3
City52751;-0.170502;0.06308;3
City52762;-0.086989;0.32498;3
City52769;-0.102604;0.210546;3
City52805;0.36802;0.186832;3
City52818;-0.103753;-0.070584;3
City52839;0.245812;0.133079;3
City52850;-0.085319;-0.009611;3
City52872;0.25391;0.051859;3
City52874;0.009607;-0.147657;3
City52889;0.247857;-0.049639;3
City52891;-0.092355;0.036184;3
City52914;-0.102759;0.100426;3
City52970;-0.34591;-0.04964;3
City52981;-0.111729;0.273343;3
City52987;-0.092727;-0.015545;3
City53057;0.051938;-0.017265;3
City53068;-0.152094;0.024192;3
City53127;0.082571;0.050197;3
City53158;-0.32705;0.003769;3
City53171;0.055973;0.066283;3
City53177;-0.136923;-0.112132;3
City53262;0.029992;-0.182817;3
City53294;0.114898;-0.151492;3
City53302;0.357359;-0.063389;3
City53303;-0.181425;0.031152;3
City53308;-0.132796;0.168793;3
City53314;-0.011079;-0.031549;3
City53333;0.077238;-0.200767;3
City53366;-0.059799;-0.069737;3
City53397;-0.165253;-0.078628;3
City53404;-0.021755;0.005715;3
City53424;-0.032639;0.125398;3
City53441;0.028464;0.211134;3
City53444;0.143308;-0.09452;3
City53478;0.128327;0.060887;3
City53537;-0.217156;-0.091311;3
City53542;0.177314;-0.111879;3
City53556;0.19846;0.14664;3
City53588;0.124521;-0.081112;3
City53702;-0.179514;0.097524;3
City53724;0.047261;-0.23314;3
City53728;-0.023689;0.051558;3
City53739;-0.181222;0.043328;3
City53766;-0.11222;-0.002795;3
City53800;-0.056299;-0.106035;3
City53812;0.028305;-0.185898;3
City53817;-0.098155;0.054325;3
City53889;0.030408;0.178938;3
City53896;0.169373;0.094732;3
City53921;0.239214;0.177046;3
City53925;-0.073366;0.235108;3
City53947;0.230397;0.027668;3
City53988;-0.069307;0.308204;3
City54012;0.051897;0.074966;3
City54033;0.131653;0.095659;3
City54054;-0.254801;-0.057899;3
City54059;-0.115638;-0.134843;3
City54072;-0.144649;0.185012;3
City54077;-0.200552;-0.043092;3
City54079;0.124913;0.081477;3
City54186;-0.156058;0.212839;3
City54215;-0.180792;-0.016323;3
City54241;-0.031448;0.158704;3
City54268;0.023202;-0.106484;3
City54291;0.247112;-0.182366;3
City54294;-0.207645;0.06587;3
City54308;-0.125411;0.220659;3
City54376;-0.17717;0.268189;3
City54386;-0.189307;0.004512;3
City54387;0.230323;0.116277;3
City54394;0.089862;-0.071472;3
City54397;0.262723;-0.053302;3
City54412;-0.289212;-0.028416;3
City54426;0.203128;-0.148694;3
City54432;-0.200245;0.273368;3
City54441;0.122474;0.139287;3
City54474;-0.00897;0.221016;3
City54476;-0.361392;-0.000509;3
City54488;0.050582;0.01748;3
City54492;0.016043;0.159339;3
City54520;-0.31541;-0.00212;3
City54593;0.296005;0.035653;3
City54597;-0.166202;0.005614;3
City54623;0.129078;-0.159255;3
City54624;-0.176003;0.137608;3
City54629;-0.100624;-0.088349;3
City54630;-0.121668;0.135642;3
City54643;0.073537;0.242162;3
City54647;0.101324;0.171374;3
City54663;0.157208;-0.212615;3
City54705;-0.087363;0.284887;3
City54706;0.006111;0.114721;3
City54710;0.149263;-0.115164;3
City54779;0.022803;-0.002139;3
City54787;-0.194448;0.185262;3
City54795;0.057554;-0.135007;3
City54808;-0.272193;0.024592;3
City54817;-0.052914;-0.053454;3
City54845;-0.070953;-0.046598;3
City54856;0.206328;-0.081144;3
City54879;-0.059591;0.1737;3
City54882;-0.003066;-0.230127;3
City54896;-0.141278;0.079856;3
City54903;0.05121;-0.207685;3
City54913;-0.002039;-0.232028;3
City54914;-0.294605;-0.019621;3
City54963;0.2607;-0.024733;3
City54969;-0.238147;-0.037423;3
City55002;0.055629;0.209946;3
City55012;0.315964;-0.079431;3
City55026;-0.111916;-0.108216;3
City55048;0.013463;-0.060805;3
City55064;-0.026456;-0.091467;3
City55086;0.003503;0.063385;3
City55095;-0.206003;-0.008362;3
City55108;-0.029872;0.11758;3
City55110;-0.154356;-0.014061;3
City55113;-0.24459;-0.047431;3
City55139;-0.191032;-0.019703;3
City55149;0.307176;0.116394;3
City55166;0.20285;0.066447;3
City55170;-0.168678;0.119264;3
City55180;-0.226103;0.051887;3
City55187;-0.051679;-0.024614;3
City55196;0.110971;-0.127946;3
City55213;0.105319;0.142462;3
City55216;0.287946;0.040593;3
City55219;-0.128653;-0.071672;3
City55296;-0.232087;0.043167;3
City55310;-0.04222;-0.210103;3
City55339;-0.170033;0.030442;3
City55342;0.099881;0.018011;3
City55372;0.070908;0.20187;3
City55403;0.047433;-0.156194;3
City55443;0.17267;0.031353;3
City55449;0.189075;-0.176164;3
City55451;-0.131852;0.213808;3
City55487;-0.209476;-0.141035;3
City55491;0.204004;0.035525;3
City55507;-0.234596;0.142424;3
City55514;-0.353063;-0.108243;3
City55567;0.182915;-0.138796;3
City55591;0.217215;-0.043169;3
City55641;-0.103527;0.162225;3
City55687;-0.165672;-0.037381;3
City55700;0.178704;0.071168;3
City55714;0.197772;0.07457;3
City55716;0.110693;0.177056;3
City55721;-0.374158;-0.03479;3
City55751;0.182839;0.191171;3
City55799;-0.173175;-0.08754;3
City55816;0.188207;-0.099575;3
City55819;0.01811;-0.164928;3
City55850;-0.092463;0.13021;3
City55869;-0.152954;0.129993;3
City55870;0.148496;-0.232783;3
City55880;0.13763;0.112478;3
City55885;-0.194254;-0.017281;3
City55915;0.140389;-0.177085;3
City55930;0.142546;0.040664;3
City55969;0.281688;-0.123119;3
City56007;-0.264736;0.22078;3
City56010;0.016297;-0.198937;3
City56014;-0.004839;0.154633;3
City56022;-0.001075;-0.037087;3
City56075;0.08047;-0.18928;3
City56087;0.036045;-0.062541;3
City56091;0.072056;-0.06751;3
City56098;0.191996;-0.066598;3
City56118;-0.002591;0.05008;3
City56169;0.122326;0.050072;3
City56229;-0.244782;0.089637;3
City56252;0.028965;-0.176754;3
City56298;-0.17088;-0.057581;3
City56310;0.208543;-0.083941;3
City56335;-0.179581;0.061701;3
City56352;-0.345363;0.021654;3
City56355;-0.272822;0.053798;3
City56363;-0.160217;0.13086;3
City56381;-0.199853;0.222237;3
City56391;0.204393;-0.220355;3
City56403;-0.176574;-0.019681;3
City56427;0.04478;-0.194018;3
City56436;-0.316624;-0.027852;3
City56438;-0.080989;-0.048304;3
City56444;-0.192065;-0.007461;3
City56468;0.112559;0.13921;3
City56481;-0.073125;0.17591;3
City56518;-0.178888;0.110257;3
City56525;-0.407802;0.008158;3
City56547;-0.09139;-0.114114;3
City56549;0.190627;0.057576;3
City56594;-0.021343;-0.060165;3
City56637;-0.114957;0.152403;3
City56726;-0.11833;0.037143;3
City56734;-0.04325;-0.062145;3
City56775;-0.036807;0.025035;3
City56793;-0.074315;0.031883;3
City56816;0.253003;0.126566;3
City56818;0.005691;-0.068944;3
City56832;-0.1979;-0.000488;3
City56838;-0.11597;0.028155;3
City56851;-0.147314;-0.017551;3
City56866;0.023828;-0.062136;3
City56881;0.211475;0.04981;3
City56900;0.094229;0.042716;3
City56948;-0.248293;-0.034602;3
City56965;0.109628;0.162127;3
City57002;-0.178313;0.169144;3
City57004;-0.073802;-0.129876;3
City57016;-0.008167;0.131348;3
City57025;0.199097;-0.059011;3
City57085;0.134864;-0.16963;3
City57116;-0.23761;-0.071058;3
City57129;-0.010754;0.2095;3
City57149;-0.055744;0.059509;3
City57155;0.160092;0.217261;3
City57173;-0.188964;0.032925;3
City57210;-0.022208;-0.117951;3
City57213;-0.06767;-0.012375;3
City57251;-0.35378;0.021407;3
City57268;-0.177656;-0.260218;3
City57308;-0.144204;-0.107403;3
City57313;0.03664;0.194682;3
City57325;-0.139882;-0.077738;3
City57326;-0.106103;-0.06372;3
City57340;-0.053065;0.060817;3
City57412;-0.062551;-0.045474;3
City57416;-0.105229;0.108799;3
City57428;-0.241503;0.048374;3
City57513;0.160728;-0.060946;3
City57532;0.212035;-0.030205;3
City57587;-0.151754;-0.216831;3
City57619;-0.012842;-0.124278;3
City57655;0.053555;0.086286;3
City57660;0.149087;0.055811;3
City57661;-0.123907;-0.09096;3
City57665;-0.01714;0.084555;3
City57698;0.166611;-0.042352;3
City57703;0.185607;-0.157812;3
City57705;0.192975;-0.142985;3
City57711;0.212213;0.047834;3
City57731;-0.138216;-0.062778;3
City57735;-0.029193;-0.155094;3
City57738;-0.17681;0.23662;3
City57745;-0.050973;0.187661;3
City57748;-0.166105;0.199515;3
City57799;0.37444;-0.11169;3
City57800;0.131418;0.037908;3
City57848;-0.001312;0.045213;3
City57854;-0.13102;0.146451;3
City57858;-0.35772;-0.120407;3
City57861;-0.087542;-0.093509;3
City57891;0.30448;0.148123;3
City57897;-0.30389;0.029191;3
City57928;0.070151;0.009534;3
City57957;-0.035133;-0.028011;3
City57984;0.325705;0.049769;3
City57985;-0.076727;0.126575;3
City58014;0.252646;-0.08031;3
City58028;-0.002038;-0.053535;3
City58064;-0.186353;0.246303;3
City58067;-0.051516;-0.104181;3
City58072;0.289303;-0.088738;3
City58082;-0.212314;-0.024845;3
City58103;-0.222663;-0.038883;3
City58105;0.010061;-0.140786;3
City58106;-0.000307;0.088581;3
City58119;-0.230555;-0.021175;3
City58126;-0.005479;-0.114255;3
City58153;-0.092053;0.113508;3
City58157;0.152234;0.03964;3
City58168;0.197436;-0.029322;3
City58205;0.382047;-0.056431;3
City58225;-0.119448;-0.012283;3
City58243;-0.191226;0.086826;3
City58257;-0.128211;0.183144;3
City58269;0.022737;-0.23882;3
City58311;-0.204287;0.032249;3
City58327;0.013873;-0.074243;3
City58344;-0.249357;0.038805;3
City58386;-0.050199;-0.014257;3
City58391;0.08634;-0.188848;3
City58440;0.219836;-0.010543;3
City58442;-0.094302;0.225546;3
City58445;-0.160214;0.173109;3
City58478;0.059339;0.024722;3
City58492;0.334084;0.035688;3
City58520;-0.039215;0.169733;3
City58528;-0.013418;-0.006;3
City58534;-0.088341;0.07294;3
City58556;-0.027025;0.214294;3
City58558;-0.181212;-0.038192;3
City58567;-0.06485;-0.07371;3
City58569;-0.0569;0.048721;3
City58582;-0.15896;0.110449;3
City58584;-0.29023;-0.082286;3
City58599;0.122495;0.173858;3
City58609;-0.13298;-0.024294;3
City58613;-0.128408;0.101501;3
City58639;-0.12811;-0.033668;3
City58671;-0.236454;-0.044075;3
City58690;-0.038597;0.094582;3
City58706;-0.173903;-0.028762;3
City58765;0.018882;-0.021932;3
City58767;0.226517;-0.187613;3
City58787;-0.173758;0.047809;3
City58829;-0.036196;0.212898;3
City58837;-0.324055;0.118748;3
City58879;-0.005292;0.087716;3
City58889;-0.151135;-0.04814;3
City58897;0.092055;-0.013345;3
City58917;-0.069614;0.170023;3
City58925;-0.149714;0.221228;3
City58955;0.138146;-0.16045;3
City58973;-0.175433;0.230538;3
City58974;-0.01371;-0.020014;3
City58984;-0.069315;0.241278;3
City59045;-0.200359;-0.009467;3
City59049;-0.087085;0.103743;3
City59059;-0.15415;-0.050127;3
City59078;-0.244153;-0.10304;3
City59095;0.119116;-0.11506;3
City59102;-0.122099;0.023781;3
City59113;-0.190788;-0.07532;3
City59115;0.176774;-0.026917;3
City59146;0.215045;0.111503;3
City59162;-0.00863;-0.188012;3
City59175;-0.078467;-0.040383;3
City59206;0.246155;-0.084467;3
City59236;0.046616;0.15889;3
City59246;-0.185158;0.116106;3
City59250;-0.032949;-0.159297;3
City59257;-0.070449;0.100103;3
City59282;0.100494;-0.045732;3
City59286;-0.111919;0.187;3
City59293;-0.093512;-0.096073;3
City59294;-0.026511;-0.194143;3
City59300;0.046296;-0.108201;3
City59305;0.048814;0.065398;3
City59310;-0.11389;0.169586;3
City59312;-0.088502;0.16117;3
City59328;0.237327;0.009282;3
City59420;-0.099524;0.081665;3
City59444;-0.245565;0.000357;3
City59448;0.324216;0.041421;3
City59449;-0.29055;-0.137404;3
City59498;-0.028856;0.215542;3
City59543;-0.268259;-0.076762;3
City59548;0.233927;0.04005;3
City59563;-0.134954;-0.144103;3
City59565;-0.246523;-0.105259;3
City59617;-0.017863;0.10046;3
City59628;0.000179;-0.136521;3
City59651;-0.164093;0.12515;3
City59679;-0.087848;0.200045;3
City59685;-0.176457;0.030944;3
City59691;0.167985;0.019115;3
City59695;-0.033291;0.072532;3
City59704;-0.17456;0.01082;3
City59728;-0.110519;0.084432;3
City59737;-0.174408;-0.060271;3
City59758;0.170993;-0.090569;3
City59828;0.171365;0.125528;3
City59858;-0.254385;-0.141891;3
City59866;-0.141129;0.024281;3
City59877;0.230613;-0.009014;3
City59879;-0.068166;0.062718;3
City59881;-0.106516;-0.059836;3
City59889;0.190543;0.23185;3
City59893;-0.065694;-0.034801;3
City59916;0.03747;-0.170633;3
City59924;-0.149993;0.268614;3
City59930;-0.307363;-0.007702;3
City59950;-0.0553;-0.028584;3
City59965;0.016175;-0.098602;3
City59995;-0.004542;-0.126876;3
City60001;-0.163469;-0.042126;3
City60006;-0.32516;-0.145932;3
City60014;-0.138568;0.20827;3
City60037;0.051689;-0.177392;3
City60040;-0.254925;0.114766;3
City60061;-0.244698;-0.008048;3
City60109;0.191303;-0.10465;3
City60143;0.151716;0.116665;3
City60147;0.265778;-0.094604;3
City60169;0.145644;-0.192587;3
City60221;-0.12945;0.121192;3
City60231;-0.09239;0.13856;3
City60256;-0.091899;0.171993;3
City60263;0.072243;0.051756;3
City60294;0.235482;-0.177428;3
City60299;-0.276688;-0.057857;3
City60302;-0.02872;-0.028713;3
City60303;-0.279313;0.162818;3
City60312;0.011707;-0.185582;3
City60333;0.04686;-0.172478;3
City60344;-0.19567;-0.095542;3
City60359;0.341985;-0.16215;3
City60367;0.08219;-0.221362;3
City60369;-0.110342;-0.00146;3
City60371;-0.181596;0.00532;3
City60383;-0.099251;-0.007063;3
City60385;-0.051524;-0.231986;3
City60410;0.236586;0.082437;3
City60433;-0.253818;-0.043105;3
City60453;-0.006708;-0.151836;3
City60464;-0.178233;0.104134;3
City60468;-0.225581;-0.143371;3
City60483;0.28491;0.023403;3
City60499;-0.276852;-0.065189;3
City60537;-0.095799;0.085454;3
City60545;-0.08139;0.268355;3
City60553;0.14147;-0.164303;3
City60569;-0.139463;-0.054613;3
City60615;-0.162769;0.149806;3
City60652;-0.100027;0.026931;3
City60686;-0.016142;0.023772;3
City60692;-0.021508;0.161669;3
City60727;0.12631;-0.025392;3
City60732;-0.179505;-0.09209;3
City60733;-0.275834;-0.058357;3
City60739;0.157224;-0.069595;3
City60750;-0.040393;0.125423;3
City60789;-0.090378;-0.042572;3
City60796;0.116922;-0.217376;3
City60811;-0.098087;-0.009611;3
City60819;-0.010096;0.259833;3
City60854;0.201454;-0.010185;3
City60865;-0.036123;0.18777;3
City60881;0.243834;0.021768;3
City60907;0.209724;0.012494;3
City60911;-0.018329;-0.181363;3
City60935;0.010906;-0.020563;3
City60943;0.135511;-0.15173;3
City60969;-0.051948;-0.115861;3
City60975;-0.019426;-0.018109;3
City60986;-0.039917;0.03215;3
City61004;0.266757;0.02128;3
City61036;-0.157183;0.101104;3
City61039;-0.068779;0.083265;3
City61058;-0.098156;0.010779;3
City61064;0.027619;-0.170068;3
City61067;-0.214876;-0.045527;3
City61081;-0.101539;-0.06569;3
City61096;0.242498;-0.088557;3
City61126;-0.016595;-0.006778;3
City61168;0.268568;0.091696;3
City61187;-0.260106;-0.031234;3
City61193;-0.123845;0.019685;3
City61227;-0.238722;0.05561;3
City61238;-0.059234;-0.30012;3
City61257;-0.085021;-0.120843;3
City61276;-0.127116;-0.071803;3
City61314;-0.23138;0.021927;3
City61327;-0.018402;-0.246234;3
City61331;-0.128604;-0.031472;3
City61364;-0.059721;0.101649;3
City61435;-0.214112;0.105371;3
City61440;0.138482;-0.22994;3
City61449;0.023924;-0.172828;3
City61501;0.12445;0.085594;3
City61509;-0.037199;0.162278;3
City61538;0.176791;0.00549;3
City61549;-0.114957;-0.031174;3
City61557;-0.168748;0.052216;3
City61584;-0.033603;0.00764;3
City61618;-0.071741;-0.003424;3
City61624;0.017495;-0.204553;3
City61635;-0.01097;0.065444;3
City61674;0.083131;-0.015825;3
City61679;-0.150523;-0.050048;3
City61700;-0.175628;-0.073936;3
City61706;0.073023;0.148839;3
City61721;0.26273;-0.097162;3
City61733;-0.250249;0.004412;3
City61758;-0.155768;0.099778;3
City61803;0.197877;-0.073128;3
City61804;0.183043;-0.128727;3
City61825;-0.111297;0.045164;3
City61857;-0.020864;-0.0068;3
City61875;0.320148;-0.011198;3
City61889;0.300676;0.003048;3
City61892;-0.007685;-0.106886;3
City61895;-0.188639;0.090155;3
City61964;0.181985;-0.032597;3
City62017;0.163368;0.037253;3
City62028;0.039903;-0.170837;3
City62045;0.07677;0.013447;3
City62047;0.259942;-0.063162;3
City62049;0.043612;-0.144058;3
City62069;-0.206693;-0.202966;3
City62070;0.088881;0.1778;3
City62072;-0.104077;-0.051944;3
City62091;-0.065706;-0.120573;3
City62096;-0.239806;-0.09338;3
City62097;-0.309129;0.009143;3
City62115;-0.144808;-0.079783;3
City62149;0.01671;0.016313;3
City62156;-0.149266;0.23927;3
City62159;-0.078384;-0.060475;3
City62168;-0.077614;-0.092181;3
City62173;-0.018333;0.027078;3
City62203;0.117398;0.140874;3
City62209;0.100135;-0.042112;3
City62233;-0.088029;0.125193;3
City62296;-0.181313;0.112511;3
City62297;-0.032716;0.012652;3
City62299;-0.30444;0.045021;3
City62300;-0.139108;-0.026845;3
City62312;-0.044538;0.023119;3
City62315;-0.093903;0.184187;3
City62327;0.214363;-0.004661;3
City62338;0.004938;-0.126584;3
City62353;-0.299923;-0.192557;3
City62365;0.342022;-0.04139;3
City62394;0.3024;-0.132405;3
City62424;0.154036;0.084282;3
City62428;-0.05041;0.116762;3
City62435;0.3656;-0.065836;3
City62484;-0.150308;0.147145;3
City62501;-0.128576;-0.035227;3
City62510;-0.186988;0.211652;3
City62514;0.069613;0.14324;3
City62524;-0.002197;-0.190551;3
City62547;0.31974;0.064174;3
City62556;0.102675;0.053162;3
City62561;-0.118197;0.255616;3
City62590;-0.271373;-0.134246;3
City62629;-0.018743;0.091728;3
City62674;-0.08167;-0.12855;3
City62680;-0.11954;-0.04558;3
City62700;-0.137054;0.160011;3
City62729;-0.133299;-0.041463;3
City62761;0.103273;-0.228173;3
City62771;0.171005;-0.119523;3
City62776;-0.155288;0.082072;3
City62804;0.198802;0.136884;3
City62805;-0.235342;-0.097211;3
City62822;0.073193;0.034419;3
City62823;0.066523;0.096218;3
City62831;-0.179068;0.015074;3
City62844;-0.069168;0.003016;3
City62889;-0.22363;0.219136;3
City62910;-0.04183;0.119646;3
City62918;-0.295164;0.072018;3
City62921;-0.06262;0.05785;3
City62931;-0.221104;0.190858;3
City62932;0.002241;-0.253188;3
City62962;0.143072;-0.087413;3
City62967;-0.037869;-0.215293;3
City62985;-0.18943;-0.04489;3
City62986;-0.320073;-0.072551;3
City62996;0.241348;-0.163498;3
City63021;-0.192702;-0.012762;3
City63086;0.124088;-0.016242;3
City63119;-0.132668;0.045851;3
City63144;0.045235;0.194086;3
City63157;-0.062421;0.031934;3
City63160;-0.074474;-0.082655;3
City63205;0.102417;-0.215105;3
City63207;-0.067031;0.041372;3
City63209;-0.040166;-0.178127;3
City63221;0.277023;0.155591;3
City63242;0.229948;0.063874;3
City63260;0.347235;-0.013058;3
City63277;0.114928;0.038007;3
City63278;-0.064128;0.138469;3
City63282;0.10478;0.077947;3
City63321;-0.324445;0.051304;3
City63323;0.023983;0.215944;3
City63355;0.233136;-0.118978;3
City63360;0.155011;-0.200713;3
City63363;-0.127803;0.300282;3
City63375;-0.066115;-0.14816;3
City63380;-0.275753;-0.076866;3
City63402;0.115959;0.071661;3
City63411;-0.2621;-0.035838;3
City63465;0.076355;0.040185;3
City63472;0.055928;-0.05393;3
City63525;0.21884;0.121789;3
City63532;0.147087;-0.115697;3
City63539;-0.255888;-0.00684;3
City63545;0.146205;-0.17131;3
City63548;-0.022732;0.175653;3
City63557;0.001238;0.188072;3
City63587;0.135772;0.009436;3
City63634;0.04141;0.208096;3
City63655;0.010565;0.07997;3
City63695;-0.170753;-0.143525;3
City63712;-0.125695;0.051335;3
City63746;-0.238092;0.106055;3
City63778;-0.29599;-0.24887;3
City63791;-0.065588;-0.003975;3
City63796;0.15786;-0.069382;3
City63827;-0.119342;-0.004582;3
City63839;0.01474;0.034936;3
City63864;-0.225893;0.203378;3
City63883;-0.076238;0.260263;3
City63896;-0.029048;-0.053112;3
City63907;0.133424;-0.138261;3
City63979;0.032992;0.112777;3
City64005;-0.067676;0.17246;3
City64011;0.224578;-0.035471;3
City64019;-0.147695;0.008043;3
City64042;-0.102206;-0.075309;3
City64045;-0.178296;0.104867;3
City64058;0.21191;0.090903;3
City64059;-0.019973;-0.090926;3
City64060;0.107943;0.136897;3
City64071;0.280362;-0.045113;3
City64129;-0.090638;0.003685;3
City64152;-0.288563;-0.117087;3
City64198;0.045723;0.202819;3
City64269;0.262254;-0.097769;3
City64278;0.29322;-0.112506;3
City64294;-0.007049;-0.156795;3
City64307;-0.113929;0.00754;3
City64333;-0.21936;0.096267;3
City64338;-0.100875;0.077525;3
City64364;0.044375;-0.17368;3
City64384;-0.045557;0.137128;3
City64394;-0.248618;0.137546;3
City64401;0.017174;0.208672;3
City64413;-0.223733;-0.128247;3
City64422;-0.120366;0.015278;3
City64432;0.075769;-0.082976;3
City64451;-0.062515;-0.211733;3
City64459;-0.067027;0.147089;3
City64466;-0.054406;0.135681;3
City64467;-0.050659;-0.021249;3
City64469;-0.120511;-0.115291;3
City64478;0.34861;0.012306;3
City64500;-0.002148;-0.163708;3
City64513;0.097958;-0.084398;3
City64533;0.315413;-0.008423;3
City64551;-0.019754;-0.199596;3
City64580;-0.165894;-0.03845;3
City64600;-0.003603;-0.084654;3
City64601;0.294722;-0.138039;3
City64627;0.157197;-0.105416;3
City64632;0.010605;0.102683;3
City64688;-0.114312;-0.050597;3
City64703;-0.188063;0.142634;3
City64719;-0.139676;0.072446;3
City64724;-0.193305;-0.152658;3
City64789;0.256335;-0.113786;3
City64802;0.21024;-0.061659;3
City64849;-0.099136;-0.061195;3
City64859;-0.075874;-0.020251;3
City64875;-0.181636;0.010713;3
City64876;-0.104357;-0.10238;3
City64888;-0.24532;0.083425;3
City64890;-0.158988;0.064256;3
City64894;-0.235986;0.031636;3
City64906;0.348705;-0.15495;3
City64915;-0.175934;-0.073939;3
City64919;-0.128951;-0.032967;3
City64922;-0.076972;-0.089222;3
City65022;0.18953;-0.145642;3
City65042;-0.237032;-0.0208;3
City65065;-0.09423;0.178232;3
City65083;0.173167;0.034096;3
City65127;-0.193126;-0.108239;3
City65131;-0.134884;0.280324;3
City65157;-0.11788;0.04501;3
City65184;-0.146284;0.154312;3
City65191;-0.222873;-0.047074;3
City65208;-0.048831;0.169573;3
City65212;0.016672;-0.176972;3
City65219;0.040495;0.05372;3
City65275;0.034247;0.12861;3
City65283;-0.073676;-0.144639;3
City65284;-0.006395;-0.164855;3
City65286;0.263757;-0.187106;3
City65308;-0.071091;0.07233;3
City65324;0.088506;0.078108;3
City65395;-0.194583;-0.082096;3
City65407;-0.099023;-0.077413;3
City65442;0.106238;0.168126;3
City65456;0.098711;0.134639;3
City65457;0.026339;0.22003;3
City65470;-0.120839;0.007976;3
City65479;0.067672;0.148953;3
City65523;0.12134;-0.170307;3
City65541;0.375279;-0.023911;3
City65553;0.148947;-0.001684;3
City65589;-0.338298;0.04154;3
City65605;0.17397;0.07655;3
City65621;-0.155146;0.002249;3
City65633;-0.250108;-0.096286;3
City65639;-0.11067;-0.029574;3
City65662;0.429014;0.168694;3
City65702;0.2877;-0.032633;3
City65704;-0.200615;0.071151;3
City65711;0.259833;0.035973;3
City65726;-0.208502;-0.003326;3
City65763;0.287823;-0.074147;3
City65768;0.013538;0.067314;3
City65815;0.047162;-0.057787;3
City65867;0.113319;0.16781;3
City65868;-0.148993;-0.110217;3
City65887;-0.200055;-0.100226;3
City65897;-0.19377;-0.060629;3
City65911;0.35945;-0.030561;3
City65926;0.112671;0.143324;3
City65970;-0.294054;-0.002696;3
City65981;0.012607;-0.083332;3
City66012;-0.034853;-0.17088;3
City66037;0.111893;-0.020106;3
City66059;-0.137623;0.198447;3
City66065;-0.147096;0.049633;3
City66099;-0.309416;0.135225;3
City66104;-0.131305;0.108023;3
City66116;0.276055;-0.098831;3
City66127;-0.1303;0.025239;3
City66132;0.245188;-0.038592;3
City66142;-0.133172;0.00624;3
City66154;-0.1667;0.127008;3
City66158;-0.24283;0.010436;3
City66168;0.024128;-0.030411;3
City66216;-0.286552;-0.03844;3
City66245;0.210108;0.123867;3
City66278;-0.091232;0.128828;3
City66305;-0.318592;-0.066414;3
City66317;-0.197615;0.033449;3
City66325;-0.168643;0.081857;3
City66354;0.035021;0.177821;3
City66395;-0.29446;0.001003;3
City66428;-0.133754;-0.063032;3
City66451;-0.147157;-0.052778;3
City66468;-0.048449;-0.023422;3
City66484;-0.083752;0.194247;3
City66546;0.34235;0.066503;3
City66560;0.188406;-0.17112;3
City66578;-0.199245;-0.010298;3
City66581;0.301197;0.008819;3
City66603;0.120971;-0.221566;3
City66605;0.2861;-0.066228;3
City66640;-0.113091;-0.048381;3
City66649;0.14941;-0.217408;3
City66652;0.154348;-0.005144;3
City66681;0.119862;0.026705;3
City66684;0.202745;-0.014345;3
City66685;-0.133098;-0.001276;3
City66690;-0.132572;0.18384;3
City66694;0.343008;-0.021225;3
City66730;0.149139;-0.191533;3
City66782;-0.151269;-0.023993;3
City66826;0.084109;0.385798;3
City66832;-0.011549;0.006487;3
City66839;0.03069;0.13205;3
City66880;0.011792;-0.049775;3
City66932;0.305805;0.054064;3
City66946;-0.167565;-0.066929;3
City66981;0.207072;-0.147922;3
City66989;-0.04496;0.1205;3
City66994;-0.018515;-0.109;3
City67055;-0.122268;-0.076104;3
City67072;0.224883;-0.10047;3
City67073;0.248745;-0.056608;3
City67103;0.227884;-0.106783;3
City67135;-0.178741;0.009468;3
City67148;0.174925;-0.196583;3
City67180;-0.027159;-0.085484;3
City67208;0.28105;-0.015901;3
City67223;0.067367;0.053067;3
City67224;-0.032115;-0.007266;3
City67249;0.051292;-0.159163;3
City67264;-0.172144;0.220014;3
