-0.020206,-0.076529
-0.020396,-0.21016
0.26494,0.045047
0.12875,-0.047477
0.357,0.072806
0.53131,0.032075
0.16738,0.033755
0.29027,0.10599
0.34141,-0.019595
0.18929,-0.11662
0.050374,0.0076413
0.35871,-0.081812
0.20525,-0.15913
0.34301,-0.14614
0.38943,-0.25605
0.23892,-0.081082
0.16688,0.076873
-0.0044653,0.17978
0.0094589,0.1237
0.067242,0.20772
-0.051019,0.34177
0.21323,0.18859
0.034321,0.20914
-0.13562,0.0064522
-0.16924,-0.0347
-0.087446,-0.066571
-0.06729,0.21813
0.044851,0.43805
0.01621,0.29843
-0.043957,0.2694
0.1477,0.28599
-0.14485,0.29564
-0.27299,0.23489
0.08092,0.12933
-0.049556,0.11073
-0.23394,0.041054
0.13016,-0.2642
0.16769,-0.016829
0.052981,-0.192
0.21855,0.095261
0.27045,-0.23847
0.17623,-0.20538
0.038706,-0.11624
-0.11549,0.087422
-0.27724,0.14915
-0.17129,0.041066
-0.078425,-0.1931
-0.19137,-0.24125
-0.36825,-0.024813
-0.35762,-0.11766
-0.29075,-0.13408
-0.41072,-0.13009
-0.016258,-0.13216
-0.20237,-0.12445
-0.10944,-0.31496
-0.39203,-0.35191
-0.43935,-0.0022467
-0.21308,0.093829
-0.24251,0.13216
-0.25154,-0.042329
-0.21629,0.0071927
-0.047281,0.0066723
0.00060849,-0.42772
