2877,6548,10981,7436,8251,12739,11139,16807,14616,6545,8420,11515,7318,5626,4405,3720,3042
6548,3671,11775,8230,9045,13533,11933,17601,15410,7339,9214,12309,8112,6420,5199,4514,3836
10981,11775,8104,12663,13478,17966,16366,22034,19843,11772,13647,16742,12545,10853,9632,8947,8269
7436,8230,12663,4559,9933,14421,12821,18489,16298,8227,10102,13197,9000,7308,6087,5402,4724
8251,9045,13478,9933,5374,15236,13636,19304,17113,9042,10917,14012,9815,8123,6902,6217,5539
12739,13533,17966,14421,15236,9862,18124,23792,21601,13530,15405,18500,14303,12611,11390,10705,10027
11139,11933,16366,12821,13636,18124,8262,22192,20001,11930,13805,16900,12703,11011,9790,9105,8427
16807,17601,22034,18489,19304,23792,22192,13930,25669,17598,19473,22568,18371,16679,15458,14773,14095
14616,15410,19843,16298,17113,21601,20001,25669,11739,15407,17282,20377,16180,14488,13267,12582,11904
6545,7339,11772,8227,9042,13530,11930,17598,15407,3668,9211,12306,8109,6417,5196,4511,3833
8420,9214,13647,10102,10917,15405,13805,19473,17282,9211,5543,14181,9984,8292,7071,6386,5708
11515,12309,16742,13197,14012,18500,16900,22568,20377,12306,14181,8638,13079,11387,10166,9481,8803
7318,8112,12545,9000,9815,14303,12703,18371,16180,8109,9984,13079,4441,7190,5969,5284,4606
5626,6420,10853,7308,8123,12611,11011,16679,14488,6417,8292,11387,7190,2749,4277,3592,2914
4405,5199,9632,6087,6902,11390,9790,15458,13267,5196,7071,10166,5969,4277,1528,2371,1693
3720,4514,8947,5402,6217,10705,9105,14773,12582,4511,6386,9481,5284,3592,2371,843,1008
3042,3836,8269,4724,5539,10027,8427,14095,11904,3833,5708,8803,4606,2914,1693,1008,165
