1.00000000,0.05915493,0.03964528,0.04819852,0.02017146,0.01347368,0.01345694,0.03434459,0.01482730,0.00541315,0.03550753,0.01916758,0.01739818,0.02338740,0.01283079,0.00386847
0.05915493,1.00000000,0.06175993,0.08509345,0.05289673,0.04658972,0.02886098,0.01788736,0.01777778,0.00461308,0.07628990,0.02052301,0.01057125,0.02856576,0.01429750,0.00175234
0.03964528,0.06175993,1.00000000,0.02123643,0.03208422,0.02064410,0.01959911,0.03344482,0.01738549,0.04646018,0.03184230,0.03838875,0.01319876,0.16456635,0.00772798,0.00000000
0.04819852,0.08509345,0.02123643,1.00000000,0.04213401,0.05153322,0.12920413,0.02015733,0.08381783,0.01743781,0.06066775,0.14331157,0.10556701,0.03057120,0.00672646,0.00596125
0.02017146,0.05289673,0.03208422,0.04213401,1.00000000,0.04195804,0.02101961,0.02714816,0.03184129,0.00891193,0.06587311,0.03644225,0.01396811,0.09319408,0.00629361,0.00056370
0.01347368,0.04658972,0.02064410,0.05153322,0.04195804,1.00000000,0.00973168,0.03197158,0.03975155,0.00884173,0.04263566,0.05965841,0.00791035,0.02724968,0.00114155,0.00000000
0.01345694,0.02886098,0.01959911,0.12920413,0.02101961,0.00973168,1.00000000,0.01462300,0.23584116,0.07478151,0.11823458,0.21889020,0.18265959,0.02972285,0.01022259,0.00717703
0.03434459,0.01788736,0.03344482,0.02015733,0.02714816,0.03197158,0.01462300,1.00000000,0.00550585,0.00259825,0.03727715,0.01473505,0.00415628,0.02531646,0.00000000,0.00000000
0.01482730,0.01777778,0.01738549,0.08381783,0.03184129,0.03975155,0.23584116,0.00550585,1.00000000,0.01565823,0.10667067,0.25787223,0.17743403,0.01161406,0.00527108,0.00706021
0.00541315,0.00461308,0.04646018,0.01743781,0.00891193,0.00884173,0.07478151,0.00259825,0.01565823,1.00000000,0.04684376,0.10269131,0.04812680,0.01161144,0.03110640,0.00146924
0.03550753,0.07628990,0.03184230,0.06066775,0.06587311,0.04263566,0.11823458,0.03727715,0.10667067,0.04684376,1.00000000,0.05625429,0.08430769,0.02669039,0.00101626,0.00113960
0.01916758,0.02052301,0.03838875,0.14331157,0.03644225,0.05965841,0.21889020,0.01473505,0.25787223,0.10269131,0.05625429,1.00000000,0.09093018,0.02210693,0.00792341,0.00923295
0.01739818,0.01057125,0.01319876,0.10556701,0.01396811,0.00791035,0.18265959,0.00415628,0.17743403,0.04812680,0.08430769,0.09093018,1.00000000,0.02114804,0.01993704,0.00354400
0.02338740,0.02856576,0.16456635,0.03057120,0.09319408,0.02724968,0.02972285,0.02531646,0.01161406,0.01161144,0.02669039,0.02210693,0.02114804,1.00000000,0.00591716,0.00000000
0.01283079,0.01429750,0.00772798,0.00672646,0.00629361,0.00114155,0.01022259,0.00000000,0.00527108,0.03110640,0.00101626,0.00792341,0.01993704,0.00591716,1.00000000,0.01459854
0.00386847,0.00175234,0.00000000,0.00596125,0.00056370,0.00000000,0.00717703,0.00000000,0.00706021,0.00146924,0.00113960,0.00923295,0.00354400,0.00000000,0.01459854,1.00000000
