935,4260,1917,4191,7932,2375,6688,1747,5935,6281,2591,3652,2529,2651,1247,1034
4260,3325,4307,6581,10322,4765,9078,4137,8325,8671,4981,6042,4919,5041,3637,3424
1917,4307,982,4238,7979,2422,6735,1794,5982,6328,2638,3699,2576,2698,1294,1081
4191,6581,4238,3256,10253,4696,9009,4068,8256,8602,4912,5973,4850,4972,3568,3355
7932,10322,7979,10253,6997,8437,12750,7809,11997,12343,8653,9714,8591,8713,7309,7096
2375,4765,2422,4696,8437,1440,7193,2252,6440,6786,3096,4157,3034,3156,1752,1539
6688,9078,6735,9009,12750,7193,5753,6565,10753,11099,7409,8470,7347,7469,6065,5852
1747,4137,1794,4068,7809,2252,6565,812,5812,6158,2468,3529,2406,2528,1124,911
5935,8325,5982,8256,11997,6440,10753,5812,5000,10346,6656,7717,6594,6716,5312,5099
6281,8671,6328,8602,12343,6786,11099,6158,10346,5346,7002,8063,6940,7062,5658,5445
2591,4981,2638,4912,8653,3096,7409,2468,6656,7002,1656,4373,3250,3372,1968,1755
3652,6042,3699,5973,9714,4157,8470,3529,7717,8063,4373,2717,4311,4433,3029,2816
2529,4919,2576,4850,8591,3034,7347,2406,6594,6940,3250,4311,1594,3310,1906,1693
2651,5041,2698,4972,8713,3156,7469,2528,6716,7062,3372,4433,3310,1716,2028,1815
1247,3637,1294,3568,7309,1752,6065,1124,5312,5658,1968,3029,1906,2028,312,411
1034,3424,1081,3355,7096,1539,5852,911,5099,5445,1755,2816,1693,1815,411,99
