1.00000000,0.05359137,0.03601230,0.04146797,0.21815987,0.04080982,0.02694812,0.05981155,0.02047782,0.00445976,0.00046318,0.04546566,0.07456038,0.00135227
0.05359137,1.00000000,0.03382950,0.02633085,0.04084028,0.03878636,0.01888163,0.06423034,0.01516300,0.01184707,0.00161031,0.03392411,0.03520352,0.00881705
0.03601230,0.03382950,1.00000000,0.02804746,0.01194650,0.02103492,0.05026930,0.02028398,0.00000000,0.00192864,0.00000000,0.00262624,0.00345274,0.00739372
0.04146797,0.02633085,0.02804746,1.00000000,0.03663739,0.00982615,0.01694915,0.01115538,0.00520833,0.00612557,0.00000000,0.00508906,0.00326331,0.00493827
0.21815987,0.04084028,0.01194650,0.03663739,1.00000000,0.01464968,0.00315789,0.01868228,0.00424291,0.00198020,0.00026792,0.01634241,0.04795752,0.00026371
0.04080982,0.03878636,0.02103492,0.00982615,0.01464968,1.00000000,0.02987698,0.01035120,0.01442741,0.05370102,0.00000000,0.10519017,0.05729577,0.01150442
0.02694812,0.01888163,0.05026930,0.01694915,0.00315789,0.02987698,1.00000000,0.05423729,0.01005025,0.00427350,0.01246106,0.00749154,0.00264725,0.00454545
0.05981155,0.06423034,0.02028398,0.01115538,0.01868228,0.01035120,0.05423729,1.00000000,0.01692866,0.00000000,0.00800000,0.00987938,0.00685208,0.00460299
0.02047782,0.01516300,0.00000000,0.00520833,0.00424291,0.01442741,0.01005025,0.01692866,1.00000000,0.00000000,0.00000000,0.00267705,0.00312849,0.00523560
0.00445976,0.01184707,0.00192864,0.00612557,0.00198020,0.05370102,0.00427350,0.00000000,0.00000000,1.00000000,0.00000000,0.02878026,0.00877718,0.01086957
0.00046318,0.00161031,0.00000000,0.00000000,0.00026792,0.00000000,0.01246106,0.00800000,0.00000000,0.00000000,1.00000000,0.00221103,0.00318327,0.00000000
0.04546566,0.03392411,0.00262624,0.00508906,0.01634241,0.10519017,0.00749154,0.00987938,0.00267705,0.02878026,0.00221103,1.00000000,0.13697078,0.01113801
0.07456038,0.03520352,0.00345274,0.00326331,0.04795752,0.05729577,0.00264725,0.00685208,0.00312849,0.00877718,0.00318327,0.13697078,1.00000000,0.01018375
0.00135227,0.00881705,0.00739372,0.00493827,0.00026371,0.01150442,0.00454545,0.00460299,0.00523560,0.01086957,0.00000000,0.01113801,0.01018375,1.00000000
