4225,288,164,200,2530,256,120,292,90,22,2,558,636,6
288,1149,50,46,348,124,26,116,20,22,2,312,192,12
164,50,329,26,92,50,28,20,0,2,0,22,16,4
200,46,26,598,292,26,14,14,4,8,0,44,16,4
2530,348,92,292,7372,138,24,150,32,16,2,252,560,2
256,124,50,26,138,2048,68,28,32,148,0,1062,364,26
120,26,28,14,24,68,228,48,4,4,4,62,12,2
292,116,20,14,150,28,48,657,14,0,6,86,34,4
90,20,0,4,32,32,4,14,170,0,0,22,14,2
22,22,2,8,16,148,4,0,0,708,0,252,44,10
2,2,0,0,2,0,4,6,0,0,93,18,14,0
558,312,22,44,252,1062,62,86,22,252,18,8048,1692,92
636,192,16,16,560,364,12,34,14,44,14,1692,4305,46
6,12,4,4,2,26,2,4,2,10,0,92,46,212
