12139,3072,4044,7082,3862,884,1000,2344,54
3072,7056,3740,4992,2892,2678,682,940,22
4044,3740,17003,6614,5226,3766,998,4862,44
7082,4992,6614,13529,5318,2782,2062,1612,112
3862,2892,5226,5318,12046,2310,572,3880,70
884,2678,3766,2782,2310,7376,668,1864,28
1000,682,998,2062,572,668,2020,414,4
2344,940,4862,1612,3880,1864,414,18395,30
54,22,44,112,70,28,4,30,256
