3656,458,76,76,528,444,590,126,288,186
458,9897,150,234,2126,4902,4872,1170,1994,648
76,150,3990,254,700,1372,752,40,678,516
76,234,254,3439,356,726,1526,98,372,386
528,2126,700,356,14946,4302,4762,728,1866,1778
444,4902,1372,726,4302,28210,16444,2938,8822,4934
590,4872,752,1526,4762,16444,44229,10138,16278,7062
126,1170,40,98,728,2938,10138,25599,8584,1680
288,1994,678,372,1866,8822,16278,8584,37767,8852
186,648,516,386,1778,4934,7062,1680,8852,30938
